business_id,business_name,category_primary,postcode,expected_dataset,license_status,license_number,license_expiry,matched_name,match_score,notes
saintalbansdaynursery,Saint Alban's Day Nursery,education,33146,,not_required,,,,,
saintalbansdaynurserymainbranch,Saint Albans Day Nursery - Main Branch,education,33146,,not_required,,,,,
saintalbansdaynurserynumber3,Saint Albans Day Nursery Number 3,education,33146,,not_required,,,,,
saint_athanasios_greek_orthodox_church,Saint Athanasios Greek Orthodox Church,nonprofit,33134,,not_required,,,,,
saint_augustine_church,Saint Augustine Church,nonprofit,33146,,not_required,,,,,
saint_basil_catholic_church_byzantine_rite,Saint Basil Catholic Church Byzantine Rite,nonprofit,33133,,not_required,,,,,
saintbrendanhighschool,Saint Brendan High School,education,33143,,not_required,,,,,
sainthughchurchandschool,Saint Hugh Church and School,education,33146,,not_required,,,,,
sainthughschool,Saint Hugh School,education,33146,,not_required,,,,,
saint_james_church,Saint James Church,nonprofit,33146,,not_required,,,,,
saintkevatholicschool,Saint Kevin Catholic School,education,33146,,not_required,,,,,
saint_marks_lutheran_church,Saint Mark's Lutheran Church,nonprofit,33134,,not_required,,,,,
saintmatthewslutheranschool,Saint Matthew's Lutheran School,education,33133,,not_required,,,,,
saint_peters_lutheran_church,Saint Peters Lutheran Church,nonprofit,33134,,not_required,,,,,
saintphilipsepiscolschool,Saint Philips Episcopal School,education,33134,,not_required,,,,,
saintstephensepiscolschool,Saint Stephen's Episcopal School,education,33134,,not_required,,,,,
saintstephensschool,Saint Stephens School,education,33134,,not_required,,,,,
saint_thomas_episcopal_church,Saint Thomas Episcopal Church,nonprofit,33146,,not_required,,,,,
saintthomastheapostleschool,Saint Thomas the Apostle School,education,33143,,not_required,,,,,
sakuragablesjaneserestaurant,Sakura Gables Japanese Restaurant,food_beverage,33146,food_service,verified_active,SEA2301326,10/01/2026,SAKURA GABLES JAPANESE REST,100,
salacatarsis,Sala Catarsis,other,33134,,not_required,,,,,
salonsbyjccoralgablesonmiraclemile,Salons by JC Coral Gables on Miracle Mile,personal_services,33134,,not_required,,,,,
salty_donut,Salty Donut,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
salumeria104coralgables,Salumeria 104 - Coral Gables,food_beverage,33134,food_service,verified_active,SEA2332469,10/01/2026,SALUMERIA 104,100,
salvahalelaw,"Salva Hale Law, P.A.",legal,33146,,not_required,,,,,
salvadore_park_tennis_center,Salvadore Park Tennis Center,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
samicutz,Samicutz,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
sanlazarojewelry,San Lazaro Jewelry,retail,33134,,not_required,,,,,
san_lorenzo_gelato_and_pastry,San Lorenzo Gelato and Pastry,food_beverage,33134,food_service,verified_active,SEA2338169,10/01/2026,SAN LORENZO GELATO AND PASTRY,100,
sanctuary_of_the_arts,Sanctuary of the Arts,arts_culture,33134,,not_required,,,,,
sardinalaworateimmigrationlawyers,Sardina Law Corporate/Immigration Lawyers,legal,33146,,not_required,,,,,
sartori_amici_my_grooms_room,Sartori Amici / My Grooms Room,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
sb_architects,SB Architects,professional_services,33134,,not_required,,,,,
schoolhouse,School House,education,33143,,not_required,,,,,
school_of_architecture,School of Architecture,education,33146,,not_required,,,,,
school_of_communications,School of Communications,education,33146,,not_required,,,,,
school_of_education_and_human_development,School of Education and Human Development,education,33146,,not_required,,,,,
school_of_nursing_and_health_studies,School of Nursing and Health Studies,education,33146,,not_required,,,,,
school_of_rock,School of Rock,education,33143,,not_required,,,,,
schwartz_center_for_athletic_excellence,Schwartz Center for Athletic Excellence,wellness,33146,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
seacoast_bank,Seacoast Bank,banking,33134,,not_required,,,,,
seacoast_construction_inc,Seacoast Construction Inc.,construction,33134,construction,verified_active,CGC020606,08/31/2026,R B S CONSTRUCTION INC,100,
sears,Sears,retail,33134,,not_required,,,,,
seasons52,Seasons 52,food_beverage,33134,food_service,verified_active,SEA2332547,10/01/2026,SEASONS 52 #4509,100,
seatmastersupholstery,Seat Masters Upholstery,retail,33155,,not_required,,,,,
sebastians_cafe,Sebastian's Cafe,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
sedanos,Sedano's,retail,33134,,not_required,,,,,
seedsofhopebehavioralhealth,Seeds of Hope Behavioral Health,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
selectphysicaltherapycoconutgrove,Select Physical Therapy - Coconut Grove,healthcare,33133,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
selemmedicalcenteroration,Selem Medical Center Corporation,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
semillitas,Semillitas,hospitality,33146,,not_required,,,,,
semper,Semper,retail,33143,,not_required,,,,,
serenityscoralgables,Serenity Spa Coral Gables,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
sergios,Sergio's,food_beverage,33133,food_service,verified_active,MFD2360337,10/01/2026,SERGIO'S,100,
sergios_restaurant,Sergio's Restaurant,food_beverage,33133,food_service,verified_active,SEA2333825,10/01/2026,SERGIO'S RESTAURANT,100,
serpguru,SerpGuru,professional_services,33134,,not_required,,,,,
sfrphysicaltherapysouthmiami,SFR PHYSICAL THERAPY SOUTH MIAMI,healthcare,33143,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
shadow_wagyu,Shadow Wagyu,other,33146,,not_required,,,,,
shah_of_kebab,Shah of Kebab,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
shake_shack,Shake Shack,food_beverage,33143,food_service,verified_active,SEA2336099,10/01/2026,SHAKE SHACK,100,
shalala_student_center,Shalala Student Center,education,33146,,not_required,,,,,
shell,Shell,auto_dealer,33133,,not_required,,,,,
shell_lumber_and_hardware,Shell Lumber and Hardware,retail,33133,,not_required,,,,,
shinieshears,Shinieshears,personal_services,33134,,not_required,,,,,
shopsatmerrickrk,Shops at Merrick Park,retail,33146,,not_required,,,,,
siboney,Siboney,nonprofit,33144,,not_required,,,,,
sierrafurniture,Sierra Furniture,retail,33146,,not_required,,,,,
silva__silva_pa,"Silva & Silva, P.A.",legal,33134,,not_required,,,,,
silvaarchitects,Silva Architects,professional_services,33146,,not_required,,,,,
silverbluffanimalclinic,Silver Bluff Animal Clinic,healthcare,33133,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
silverbluffschool,Silver Bluff School,education,33133,,not_required,,,,,
silverdragonstore,Silver Dragon Store,retail,33134,,not_required,,,,,
silver_mirror_facial_bar,Silver Mirror Facial Bar,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
sipsip_rum_bar,Sipsip Rum Bar,food_beverage,33133,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
sir_speedy,Sir Speedy,personal_services,33134,,not_required,,,,,
siren_in_the_clouds_ca_1965,"Siren in the Clouds, ca. 1965",hospitality,33146,,not_required,,,,,
sirianniinsurance,Sirianni Insurance Corp.,insurance,33134,,not_required,,,,,
skinassociatesofsouthflorida,Skin Associates of South Florida,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
skin_studio_by_doctors_daughter,Skin Studio By Doctor's Daughter,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
skinnylouie,Skinny Louie,food_beverage,33143,food_service,verified_active,SEA2338644,10/01/2026,SKINNY LOUIE,100,
skyycounseling,Skyy Counseling,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
smallworldchristiandaycarecenter,Small World Christian Day Care Center,education,33134,,not_required,,,,,
smashinteractiveagencydigitalmarketingagencymiami,Smash Interactive Agency | Digital Marketing Agency Miami,marketing,33155,,not_required,,,,,
smith_wollensky_restaurant,Smith & Wollensky Restaurant,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
smoothie_king,Smoothie King,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
snapcrack29dollarchiropractic,SnapCrack | 29 Dollar Chiropractic,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
snapcrack99dollarivdrip,SnapCrack | 99 Dollar IV Drip,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
snapper_creek,Snapper Creek,hospitality,33146,,not_required,,,,,
sndwch_sunset,SNDWCH Sunset,other,33143,,not_required,,,,,
socal_cantina,Socal Cantina,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
sociallyintuit,Socially Intuit,marketing,33134,,not_required,,,,,
societycleanersdrycleaningcomny,Society Cleaners - Dry Cleaning Company,personal_services,33134,,not_required,,,,,
socotec,SOCOTEC,professional_services,33134,,not_required,,,,,
soffer_indoor_practice_facility,Soffer Indoor Practice Facility,wellness,33146,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
solstylehairandbeautysalon,Sol & Style Hair and Beauty Salon,personal_services,33134,,not_required,,,,,
solefly,SoleFly,retail,33143,,not_required,,,,,
soles_inc,Soles Inc,retail,33133,,not_required,,,,,
somi_bike,SoMi Bike,retail,33143,,not_required,,,,,
south_dade_christian_church,South Dade Christian Church,nonprofit,33146,,not_required,,,,,
south_dixie_ace_hardware,South Dixie Ace Hardware,retail,33143,,not_required,,,,,
southfloridadermatologyvitorweinmanmdfaad,"South Florida Dermatology: Vitor Weinman, MD, FAAD",healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
south_florida_integrative_medicine,South Florida Integrative Medicine,other,33146,,not_required,,,,,
southfloridalawp,"South Florida Law, PLLC",legal,33134,,not_required,,,,,
south_gables_dental,South Gables Dental,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
south_miami_car_accident_lawyer_group,South Miami Car Accident Lawyer Group,legal,33143,,not_required,,,,,
south_miami_family_dental,South Miami Family Dental,healthcare,33143,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
southmiamiheadstart,South Miami Head Start,education,33143,,not_required,,,,,
southmiamihospitalchildcarecenter,South Miami Hospital Child Care Center,education,33143,,not_required,,,,,
southmiamijewelerswatch,South Miami Jewelers & Watch,retail,33143,,not_required,,,,,
southmiamik8center,South Miami K-8 Center,education,33143,,not_required,,,,,
southmiamilutheranschool,South Miami Lutheran School,education,33143,,not_required,,,,,
southmiamimiddleschool,South Miami Middle School,education,33143,,not_required,,,,,
southmiamiphysicaltherapyandpilates,South Miami Physical Therapy and Pilates,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
southmiamiseniorhighschool,South Miami Senior High School,education,33143,,not_required,,,,,
southmiamisportsmedicine,South Miami Sports Medicine,healthcare,33143,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
southstate_bank,SouthState Bank,banking,33134,,not_required,,,,,
sbarmiami,Spa Bar Miami,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
scagnaitalianhairdesign,Spacagna Italian Hair Design,personal_services,33134,,not_required,,,,,
space_coast_credit_union,Space Coast Credit Union,banking,33155,,not_required,,,,,
scebody,spacebody,healthcare,33133,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
snishchurchofgod,Spanish Church of God Inc,nonprofit,33134,,not_required,,,,,
spencerstuart,Spencer Stuart,other,33134,,not_required,,,,,
speranzanailsboutiquecoralgables,Speranza Nails Boutique - Coral Gables,personal_services,33134,,not_required,,,,,
sports_grill,Sports Grill,food_beverage,33143,food_service,verified_active,SEA2328776,10/01/2026,SPORTS GRILL,100,
spotlightmiami,Spotlight Miami,nonprofit,33134,,not_required,,,,,
spritz,Spritz,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
sprouts_farmers_market,Sprouts Farmers Market,retail,33133,,not_required,,,,,
spyworld,Spy World,professional_services,33134,,not_required,,,,,
sra_martinez,Sra. Martinez,food_beverage,33134,food_service,verified_active,SEA2338237,10/01/2026,SRA. MARTINEZ,100,
stgeorgeantiochianorthodoxcathedral,St George Antiochian Orthodox Cathedral,nonprofit,33134,,not_required,,,,,
stjamesevangelicallutheran,St James Evangelical Lutheran,nonprofit,33134,,not_required,,,,,
sttheresaconvent,St Theresa Convent,nonprofit,33134,,not_required,,,,,
staugustinechurchcatholicstudentcenterattheuniversityofmiami,St. Augustine Church & Catholic Student Center at the University of Miami,nonprofit,33146,,not_required,,,,,
st_philips_episcopal_church_school,St. Philip's Episcopal Church & School,education,33134,,not_required,,,,,
st_theresa_catholic_school,St. Theresa Catholic School,education,33134,,not_required,,,,,
stantec,Stantec,professional_services,33134,,not_required,,,,,
stantonoptical,Stanton Optical,healthcare,33165,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
starautoservices,Star Auto Services Inc,auto_dealer,33155,,not_required,,,,,
starbucks,Starbucks,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
starfishholisticlearning,Starfish Holistic Learning,education,33143,,not_required,,,,,
state_farm,State Farm,insurance,33143,,not_required,,,,,
stealthmediamarketing,Stealth Media Marketing,marketing,33134,,not_required,,,,,
steingergreenefeiner,"Steinger, Greene & Feiner",legal,33134,,not_required,,,,,
stellaritsolutions,Stellar IT Solutions,technology,33134,,not_required,,,,,
stephan_baker_md_facs,Stephan Baker MD FACS,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
stifel,Stifel,financial_services,33134,,not_required,,,,,
strada_in_the_grove,Strada in the Grove,food_beverage,33133,food_service,verified_active,SEA2338362,10/01/2026,STRADA IN THE GROVE,100,
stretchzone,Stretch Zone,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
student_center_complex_information_desk,Student Center Complex Information Desk,professional_services,33146,,not_required,,,,,
study_lounge,Study Lounge,professional_services,33146,,not_required,,,,,
subzeroreirservices,Sub-Zero Repair Services,technology,33134,,not_required,,,,,
subway,Subway,food_beverage,33134,food_service,verified_active,SEA2330713,10/01/2026,SUBWAY,100,
succeedwithloveloveshiddenpolicycoralgables,Succeed with Love - Loves Hidden Policy - Coral Gables,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
sunflowers_academy,Sunflowers Academy,education,33133,,not_required,,,,,
sunglasshut,Sunglass Hut,retail,33146,,not_required,,,,,
suniland_academy,Suniland Academy,education,33133,,not_required,,,,,
sunny_side_motel,Sunny Side Motel,hospitality,33134,,not_required,,,,,
sunsetelementaryschool,Sunset Elementary School,education,33143,,not_required,,,,,
sunsetinsuranceoration,Sunset Insurance Corporation,insurance,33134,,not_required,,,,,
sunset_preparatory_school,Sunset Preparatory School,education,33143,,not_required,,,,,
sunstate_bank,Sunstate Bank,banking,33144,,not_required,,,,,
sunstateinsurancegroup,"Sunstate Insurance Group, Inc.",insurance,33146,,not_required,,,,,
super_insurance_group,Super Insurance Group,insurance,33155,,not_required,,,,,
supercuts,Supercuts,retail,33133,,not_required,,,,,
surynailart,Sury Nail Art,personal_services,33134,,not_required,,,,,
susannatamkinsod,"Susanna Tamkins, OD",healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
sushi_by_scratch_restaurant,Sushi by Scratch Restaurant,food_beverage,33133,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
sushi_garage_cocowalk,Sushi Garage Cocowalk,food_beverage,33133,food_service,verified_active,SEA2337114,10/01/2026,SUSHI GARAGE COCOWALK,100,
sushi_maki,Sushi Maki,food_beverage,33134,food_service,verified_active,SEA2335495,10/01/2026,SUSHI MAKI,100,
sushi_sake,Sushi Sake,food_beverage,33134,food_service,verified_active,SEA2338317,10/01/2026,SUSHI SAKE,100,
suvayoga,Suvayoga,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
sweat440fitnessgables,SWEAT440 Fitness Gables,wellness,33146,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
sweet_art_by_lucila_bird_road,"Sweet Art by Lucila, Bird Road",retail,33155,,not_required,,,,,
sweet_dogs,Sweet Dogs,food_beverage,33134,food_service,verified_active,NOS2333756,10/01/2026,SWEET DOGS,100,
sweetmanifestocoralgables,Sweet Manifesto Coral Gables,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
sweetriscreperieandcaf,Sweet Paris Creperie and Cafe,food_beverage,33134,food_service,verified_active,SEA2337743,10/01/2026,SWEET PARIS CREPERIE & CAFE,100,
swensens,Swensen's,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
sykes_printing,Sykes Printing,personal_services,33134,,not_required,,,,,
sylvaniaheightselementaryschool,Sylvania Heights Elementary School,education,33155,,not_required,,,,,
symbits,Symbits Inc,consulting,33134,,not_required,,,,,
symmetry_it,Symmetry IT,technology,33134,,not_required,,,,,
synchroteam,Synchroteam,technology,33134,,not_required,,,,,
synergyworkssolutionsmobileappdevelopmentflorida,SynergyWorks Solutions: Mobile App Development Florida,technology,33146,,not_required,,,,,
synovus_bank,Synovus Bank,banking,33134,,not_required,,,,,
tmobile,T-Mobile,retail,33134,,not_required,,,,,
taco_rico_tex_mex_cafe,Taco Rico Tex Mex Cafe,food_beverage,33146,food_service,verified_active,SEA2303091,10/01/2026,EL TACO RICO,100,
talavera_cocina_mexicana,Talavera Cocina Mexicana,food_beverage,33134,food_service,verified_active,SEA2326914,10/01/2026,TALAVERA COCINA MEXICANA,100,
talentohc,TalentoHC,consulting,33134,,not_required,,,,,
tamiami_baptist_church,Tamiami Baptist Church,nonprofit,33134,,not_required,,,,,
tap_42_craft_kitchen__bar__coral_gables,Tap 42 Craft Kitchen & Bar - Coral Gables,food_beverage,33134,food_service,verified_active,SEA2335131,10/01/2026,TAP 42,100,
tap2ride,Tap2ride,other,33134,,not_required,,,,,
target,Target,retail,33143,,not_required,,,,,
tastigokitchen,TastiGo Kitchen,food_beverage,33133,food_service,verified_active,SEA2334472,10/01/2026,TASTIGO KITCHEN,100,
taudrey,Taudrey,retail,33134,,not_required,,,,,
taylordaycarecenter,Taylor Day Care Center,education,33146,,not_required,,,,,
tcby,TCBY,food_beverage,33133,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
td_bank,TD Bank,banking,33143,,not_required,,,,,
tdwealth,TD Wealth,financial_services,33134,,not_required,,,,,
teamlogicit,TeamLogic IT,technology,33146,,not_required,,,,,
teatro_trail,Teatro Trail,arts_culture,33133,,not_required,,,,,
temple_judea,Temple Judea,nonprofit,33146,,not_required,,,,,
tequila_sunrise,Tequila Sunrise,hospitality,33146,,not_required,,,,,
terracivilengineering,Terra Civil Engineering,professional_services,33134,,not_required,,,,,
tesla_coral_gables,Tesla Coral Gables,retail,33134,,not_required,,,,,
tesla_supercharger,Tesla Supercharger,other,33155,,not_required,,,,,
ttette,Tete- -Tete,hospitality,33146,,not_required,,,,,
tetrahelix_and_son,Tetrahelix and Son,hospitality,33146,,not_required,,,,,
the_allen_morris_company,The Allen Morris Company,real_estate,33134,real_estate,verified_active,CQ61805,30-SEP-26,ALLEN MORRIS COMPANY,100,
theamericascollectionartgalleryframeshop,The Americas Collection Art Gallery & Frame Shop,arts_culture,33146,,not_required,,,,,
theangelsplacedaycarecenter,The Angels Place Day Care Center,education,33134,,not_required,,,,,
the_asian_kitchen,The Asian Kitchen,food_beverage,33155,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
the_bar,The Bar,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
the_big_cheese,The Big Cheese,food_beverage,33143,food_service,verified_active,SEA2323024,10/01/2026,BIG CHEESE RESTAURANT,100,
the_biltmore_bar,The Biltmore Bar,food_beverage,33134,food_service,verified_active,SEA2322779,10/01/2026,BILTMORE LOUNGE,100,
thebiltmorehotelfitnesscenter,The Biltmore Hotel Fitness Center,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
thebiltmoresmiami,The Biltmore Spa Miami,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
the_blow_and_glow_bar_by_mlo,The Blow And Glow Bar By Mlo,retail,33143,,not_required,,,,,
thebrandcollective,The Brand Collective,marketing,33134,,not_required,,,,,
the_brandon_company,The Brandon Company,real_estate,33146,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
thecafatbooksbooks,The Café at Books & Books,food_beverage,33134,food_service,verified_active,SEA2328355,10/01/2026,CAFE AT BOOKS & BOOKS,100,
the_calta_group,The Calta Group,real_estate,33134,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
the_car_wash,The Car Wash,auto_dealer,33134,,not_required,,,,,
the_cheesecake_factory,The Cheesecake Factory,food_beverage,33134,food_service,verified_active,SEA2333572,10/01/2026,CHEESECAKE FACTORY,100,
the_closet_boutique,The Closet Boutique,retail,33155,,not_required,,,,,
the_collab,The Collab,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
the_collection,The Collection,auto_dealer,33146,,not_required,,,,,
thecollectionalfaromeo,THE COLLECTION Alfa Romeo,auto_dealer,33146,,not_required,,,,,
thecollectionastonmartin,The Collection Aston Martin,auto_dealer,33146,,not_required,,,,,
thecollectionferrari,The Collection Ferrari,auto_dealer,33146,,not_required,,,,,
thecollectionporsche,THE COLLECTION Porsche,auto_dealer,33146,,not_required,,,,,
the_corner_deli,The Corner Deli,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
thecutvipbarberlounge,The Cut - Vip Barber Lounge,personal_services,33134,,not_required,,,,,
thedazzlenailsboutique,The Dazzle Nails Boutique,personal_services,33146,,not_required,,,,,
thedentalstudiomiami,The Dental Studio Miami,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
the_drip_bar,The Drip Bar,retail,33143,,not_required,,,,,
thedrycleaningfactory,THE DRYCLEANING FACTORY,personal_services,33144,,not_required,,,,,
theemnadassouthmiami,The Empanada's South Miami,food_beverage,33143,food_service,verified_active,NOS2324076,10/01/2026,HALF MOON EMPANADAS,100,
theeyeproject,The Eye Project,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
thefarberlawfirm,The Farber Law Firm,legal,33134,,not_required,,,,,
thefloridadivorcecriminaldefenselawyerscoralgables,The Florida Divorce & Criminal Defense Lawyers - Coral Gables,legal,33134,,not_required,,,,,
the_fresh_market,The Fresh Market,retail,33133,,not_required,,,,,
thegablesshop,The Gables Shop,retail,33134,,not_required,,,,,
theglobe,The Globe,food_beverage,33134,food_service,verified_active,SEA2326535,10/01/2026,GLOBE CAFE & BAR,100,
thegoldentriangle,The Golden Triangle,retail,33134,,not_required,,,,,
the_grove_spot,The Grove Spot,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
thegrowingplacedaycarecenter,The Growing Place Day Care Center,education,33134,,not_required,,,,,
the_halal_shack,The Halal Shack,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
thehealingbalmholisticwellnesss,The Healing Balm Holistic Wellness Spa,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
the_hollywood_donut_factory,The Hollywood Donut Factory,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
the_home_depot,The Home Depot,retail,33133,,not_required,,,,,
theinternationalseakeeperssociety,The International SeaKeepers Society,nonprofit,33134,,not_required,,,,,
the_launch_pad,The Launch Pad,professional_services,33146,,not_required,,,,,
thelawofficeofmattheweladd,The Law Office of Matthew E. Ladd,legal,33146,,not_required,,,,,
thelawofficeofscottaferris,"The Law Office of Scott A. Ferris, P.A.",legal,33134,,not_required,,,,,
thelawofficesofanidjarlevine,The Law Offices of Anidjar & Levine,legal,33134,,not_required,,,,,
thelearninggardendaycarecenter,The Learning Garden Day Care Center,education,33146,,not_required,,,,,
the_lennar_foundation_medical_center,The Lennar Foundation Medical Center,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
themanegroupsalon,THE MANE GROUP SALON,personal_services,33146,,not_required,,,,,
the_market,The Market,retail,33146,,not_required,,,,,
the_market_at_village,The Market at Village,retail,33146,,not_required,,,,,
themcgilllawfirm,The McGill Law Firm,legal,33134,,not_required,,,,,
themensroombarbershop,The Men’s Room Barbershop,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
themiamichiropractor,The Miami Chiropractor,healthcare,33133,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
the_monica_betancourt_group_berkshire_hathaway_homeservices_,The Monica Betancourt Group @ Berkshire Hathaway HomeServices EWM Realty,real_estate,33146,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
the_morgan_law_group,The Morgan Law Group,legal,33134,,not_required,,,,,
themunchbypumpmunch,The Munch by Pump & Munch,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
the_mutiny_hotel,The Mutiny Hotel,hospitality,33133,,not_required,,,,,
themutinyhotelbyprovidenthotelsresorts,The Mutiny Hotel by Provident Hotels & Resorts,hospitality,33133,,not_required,,,,,
thenailbar,The Nail Bar,personal_services,33134,,not_required,,,,,
the_nest,The Nest,professional_services,33146,,not_required,,,,,
thepeacemaker,The Peacemaker,wellness,33143,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
theplayhouseandbiltmoreschool,The Playhouse and Biltmore School,education,33155,,not_required,,,,,
the_plump_room,The Plump Room,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
thepsychologyteamofsouthflorida,"The Psychology Team of South Florida, P.A.",food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
theretailoutsource,The Retail Outsource,professional_services,33134,,not_required,,,,,
the_ritzcarlton_coconut_grove_miami,"The Ritz-Carlton Coconut Grove, Miami",hospitality,33133,,not_required,,,,,
therosetreecottageinteriordesignfinegiftshomeaccessories,"The Rose Tree Cottage | Interior Design, Fine Gifts & Home Accessories",retail,33134,,not_required,,,,,
thesanchezteamcoralgablesrealestateagentsdouglaselliman,The Sanchez Team – Coral Gables Real Estate Agents | Douglas Elliman,real_estate,33143,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
