business_id,business_name,contact_name,phone,website,address,latitude,longitude,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,chamber_member,source_file,batch_id,last_reviewed_date,corroboration_sources,corroboration_count,sunbiz_status,sunbiz_name,sunbiz_filing_number,price_tier_source,lat,lon,pkp_edges_summary,pkp_key_signals,pkp_node_type,pkp_picks_shovels_summary,pkp_primary_actions,pkp_primary_risks,pkp_undercurrents_summary,review_count_source
positivehealthpsychologyassociatesph,Positive Health Psychology Associates {PHPA},,(786) 567-8160,http://www.drsandracastillo.com/,,25.7497,-80.2647,33134,Coral Gables,healthcare,Mental health service,$$$,4.3,Google (Outscraper),12.0,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.744150899999998,-80.2602461,Local business network,Monitor for rating/review changes,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,original
potterybarn,Pottery Barn,,(305) 569-9022,,,25.7211,-80.2773,33146,Bird Road Corridor,retail,Furniture store,$$,3.7,Google (Outscraper),36,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.731339799999997,-80.2601753,Bird Road commercial strip,Monitor for rating/review changes,asset,POS systems; inventory management; commercial lease market,Prospect for CGCC membership,E-commerce disruption; foot traffic dependency,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,inferred
power_financial_credit_union,Power Financial Credit Union,Ms. Melvys De la Morena,(305) 219-9066,https://powerfi.org,"The Palms at Town and Country Mall, 8228 Mills Dr, Miami, FL 33183",25.742227,-80.266061,,Coral Gables,banking,Credit Unions,$$,4.5,Google (SerpApi),20,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network; Alhambra financial cluster,High rating (4.5) — quality leader,infrastructure,Federal Reserve system; FDIC; payment processing networks,Maintain monitoring cadence,Standard operational risks,Fintech competition; crypto regulation; de-risking Latin correspondent banking,inferred
powering_elite_performers_llc,"Powering Elite Performers, LLC",Mr. Ken Smith,(305) 801-6876,https://us.shaklee.com/en_US/kensmith,"8854 SW 129th St, Miami, FL 33176",25.742227,-80.266061,,Coral Gables,other,,$$,4.7,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (4.7) — quality leader,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
premia_global_advisors,Premia Global Advisors,Mr. Miguel Sosa,(786) 646-9140,https://premiaglobaladvisors.com,"2600 Douglas Rd # 1103, Coral Gables, FL 33134",25.742227,-80.266061,,Coral Gables,financial_services,Financial Advisors/International,$$,5,Google (SerpApi),56,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network; Alhambra financial cluster,High rating (5.0) — quality leader,infrastructure,General commercial infrastructure,Maintain monitoring cadence,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
premier_golf_fitting,Premier Golf Fitting,,(305) 275-9070,http://planetgolfmiami.com/,"7045 SW 87th Ave, Miami, FL 33173",25.7211,-80.2773,33146,Bird Road Corridor,retail,retail/sports,$$,4.8,Google (SerpApi),36,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7396924,-80.2792958,Bird Road commercial strip,High rating (4.8) — quality leader; Low validation confidence — verify status,asset,POS systems; inventory management; commercial lease market,Prospect for CGCC membership,E-commerce disruption; foot traffic dependency,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,inferred
premier_nad,Premier NAD+,Mr. Patrick Uloth,(786) 340-1538,https://www.premiernadplus.com/,"301 Altara Ave Suite 105, Coral Gables, FL 33146",25.742227,-80.266061,,Coral Gables,healthcare,Aesthetics/Healthcare,$$,5,Google (SerpApi),52,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (5.0) — quality leader,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
premier_pediatric_dentistry,Premier Pediatric Dentistry,Dr. Ashley Rosenbaum,(786) 296-1891,https://pediatricdentistmiami.com/?y_source=1_NzYxMDAyMTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"4145 Laguna St, Miami, FL 33146",25.742227,-80.266061,,Coral Gables,healthcare,Dentist  Pediatric,$$,5,Google (SerpApi),52,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (5.0) — quality leader,asset,EMR systems; medical supply distributors; insurance billing networks,Maintain monitoring cadence,Standard operational risks,Telehealth expansion; insurance reimbursement tightening; aging population,inferred
preocommunicationsbestdigitalmarketingagency,Preo Communications - Best Digital Marketing Agency,,(786) 451-2859,https://preocommunications.com/,,25.7497,-80.2647,33134,Ponce de Leon Corridor,marketing,Internet marketing service,$$,5.0,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7531371,-80.2562123,Ponce corridor professional cluster,High rating (5.0) — quality leader,platform,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
prestigiousimagebarbershonds,Prestigious Image Barbershop and Spa,,(305) 640-8775,http://www.prestigiousimage.com/,,25.7497,-80.2647,33134,Ponce de Leon Corridor,food_beverage,Barber shop,$$,4.8,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.755382599999997,-80.2579899,Ponce corridor professional cluster,High rating (4.8) — quality leader,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
presto_cleaners,Presto Cleaners,,(305) 665-7952,https://www.prestocleanersmiami.com/contact-us/,6640 Southwest 40th Street,25.7077,-80.3093,33155,Bird Road Corridor,retail,retail/laundry,$$,3.4,Google (SerpApi),36,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7331868,-80.3021992,Bird Road commercial strip,Low validation confidence — verify status,asset,POS systems; inventory management; commercial lease market,Prospect for CGCC membership,E-commerce disruption; foot traffic dependency,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,inferred
primarycare,Primary Care,,(305) 284-3333,,,25.7211,-80.2773,33146,University of Miami,healthcare,Doctor,$$$,,Google (Outscraper),,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.718474699999998,-80.27609939999999,UM institutional anchor,Monitor for rating/review changes,asset,EMR systems; medical supply distributors; insurance billing networks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Standard operational risks,Telehealth expansion; insurance reimbursement tightening; aging population,
primary_windows,Primary Windows,,(786) 471-1811,http://primarywindows.com,250 Giralda Ave,25.7497,-80.2647,33134,Miracle Mile,construction,craft_services/glaziery,$$$,4.6,Google (SerpApi),56,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7509993,-80.2600453,Miracle Mile retail corridor,High rating (4.6) — quality leader,infrastructure,Permitting (City of CG); material suppliers; labor unions,Prospect for CGCC membership,Standard operational risks,Material cost inflation; permitting delays; workforce housing demand,inferred
prime_institute,Prime Institute,Dr. Michelle Pearlman,(786) 866-7804,https://primeinstitute.us,475 Biltmore Way,25.7497,-80.2647,33134,Coral Gables,education,,$$,5,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,25.7487585,-80.2642833,CGCC member network,High rating (5.0) — quality leader,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,original
primesportswellnessphysicaltherapypt,"Prime Sports Wellness Physical Therapy, PT",,(305) 798-5612,https://primesportspt.com/,,25.73,-80.2415,33133,Bird Road Corridor,healthcare,Physical therapy clinic,$$$,5.0,Google (Outscraper),52,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.732943199999998,-80.23455539999999,Bird Road commercial strip,High rating (5.0) — quality leader,asset,EMR systems; medical supply distributors; insurance billing networks,Prospect for CGCC membership,Standard operational risks,Telehealth expansion; insurance reimbursement tightening; aging population,inferred
primecareofcoralgables,Primecare of Coral Gables,,(305) 443-3001,,,25.7497,-80.2647,33134,Alhambra Circle,healthcare,Medical clinic,$$$,4.2,Google (Outscraper),52,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.753271299999998,-80.2623776,Alhambra financial district,Monitor for rating/review changes,asset,EMR systems; medical supply distributors; insurance billing networks,Prospect for CGCC membership,Standard operational risks,Telehealth expansion; insurance reimbursement tightening; aging population,inferred
pressjoyeria,Princess Joyeria,,(786) 777-9852,,,25.7497,-80.2647,33134,Coral Gables,retail,Jewelry store,$$,4.9,Google (Outscraper),36,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7643454,-80.2718012,Local business network,High rating (4.9) — quality leader,asset,POS systems; inventory management; commercial lease market,Prospect for CGCC membership,E-commerce disruption; foot traffic dependency,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,inferred
pretonpreschool,Princeton Preschool,,,,,25.7062,-80.282,33143,Sunset / South Gables,education,amenity:kindergarten,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,osm,1,,,,inferred,25.7077778,-80.2902778,Local business network,Monitor for rating/review changes,infrastructure,Accreditation bodies; EdTech platforms; textbook supply,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Standard operational risks,General market conditions; Coral Gables growth trajectory,
privateoasisatarya,Private Oasis at Arya,,(305) 798-8811,,,25.73,-80.2415,33133,Douglas Road Corridor,hospitality,Hotel,$$$,4.5,Google (Outscraper),257,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.727273699999998,-80.2405395,Douglas Road transit corridor,High rating (4.5) — quality leader,platform,"OTAs (Booking, Expedia); food distributors; linen services",Prospect for CGCC membership,Standard operational risks,Short-term rental regulation; international tourism recovery; labor costs,inferred
private_wealth_management_of_coral_gables,Private Wealth Management of Coral Gables,Mr. Al Maulini,(305) 548-2247,https://pwmcg.com,"141 Miracle Mile, Coral Gables, FL 33134",25.7497,-80.2647,33134,Coral Gables,financial_services,Financial/Investments,$$,5.0,Google (Outscraper),56,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,25.7499042,-80.25759269999999,CGCC member network; Alhambra financial cluster,High rating (5.0) — quality leader,infrastructure,General commercial infrastructure,Maintain monitoring cadence,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
privecarerx,PriveCareRx,Dr. Damita Joy Ferguson,(352) 284-4390,https://privecarerx.com,"2020 Ponce de Leon Blvd #105, Coral Gables, FL 33134",25.7497,-80.2647,33134,Coral Gables,auto_dealer,,$$,5.0,Google (Outscraper),372,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,25.7539587,-80.25929529999999,CGCC member network,High rating (5.0) — quality leader,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
profitnessrehab,Pro Fitness & Rehab,,(305) 445-4224,,,25.7497,-80.2647,33134,Coral Gables,healthcare,Physical therapy clinic,$$$,5.0,Google (Outscraper),52,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7459837,-80.2608882,Local business network,High rating (5.0) — quality leader,asset,EMR systems; medical supply distributors; insurance billing networks,Prospect for CGCC membership,Standard operational risks,Telehealth expansion; insurance reimbursement tightening; aging population,inferred
professionalbuildingsolutions,Professional Building Solutions,,(954) 473-0025,https://probuildingsvcs.com/,"2332 Galiano St, Coral Gables, FL 33134",,,,Coral Gables,construction,general contractor,$$,4.5,Web,56,,,0.95,High,N,,,N,non-cgcc-run2,,2026-02-19,cgcc,1,,,,inferred,,,Local business network,High rating (4.5) — quality leader,infrastructure,Permitting (City of CG); material suppliers; labor unions,Prospect for CGCC membership,Standard operational risks,Material cost inflation; permitting delays; workforce housing demand,inferred
professional_health_diagnostics,Professional Health Diagnostics,,(305) 441-2262,http://www.phdmiami.com/,6527 Southwest 24th Street,25.7077,-80.3093,33155,Coral Gables,healthcare,healthcare/yes,$$$,3.8,Google (SerpApi),52,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.74831,-80.302088,Local business network,Low validation confidence — verify status,asset,EMR systems; medical supply distributors; insurance billing networks,Prospect for CGCC membership,Standard operational risks,Telehealth expansion; insurance reimbursement tightening; aging population,inferred
promexico_mexicos_trade_investment_commmiami,PROMEXICO / Mexico's Trade & Investment Comm.Miami,Ms. Lucia Aguilar,(305) 415-9360,https://gob.mx,"999 Ponce de Leon Blvd, Coral Gables, FL 33134",25.742227,-80.266061,,Coral Gables,accounting,Accounting Department,$$$,5,Google (SerpApi),4,,,0.55,Moderate,Y,Operational,suspicious_perfect_rating,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (5.0) — quality leader,asset,General commercial infrastructure,Maintain monitoring cadence,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
prominentfinancialconsultants,Prominent Financial Consultants,,(305) 396-2000,https://www.prominentfc.com/,,25.7497,-80.2647,33134,Ponce de Leon Corridor,consulting,Financial consultant,$$,4.7,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7564426,-80.258545,Ponce corridor professional cluster; Alhambra financial cluster,High rating (4.7) — quality leader,infrastructure,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
providence_healthcare_services,Providence Healthcare Services,Ms. Nercy Radcliffe,(305) 220-1088,https://providencehhs.com,"10250 SW 56th St Suite D-103, Miami, FL 33165",25.742227,-80.266061,,Coral Gables,healthcare,,$$,4.9,Google (SerpApi),52,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (4.9) — quality leader,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
prowork_us,PROWORK US,,(305) 631-2534,,"25 Merrick Wy, Coral Gables, FL 33134",25.742227,-80.266061,,Coral Gables,professional_services,Multinational Staffing,$$$,4.9,Google (SerpApi),75,International talent pipeline; LatAm coverage,Economic downturn sensitivity; visa complexity,0.75,Moderate,N,,,N,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,Local business network,High rating (4.9) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
prowork_us_multinational_talent_acquisition_company,PROWORK US  Multinational Talent Acquisition Company,Ms. Diana Rendon,(305) 531-0838,https://prowork.us,,25.742227,-80.266061,,Coral Gables,accounting,Accounting Department,$$$,,,,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Monitor for rating/review changes,asset,General commercial infrastructure,Collect rating data via SerpApi enrichment,Standard operational risks,General market conditions; Coral Gables growth trajectory,
ps_mortgage_lending,PS Mortgage Lending,"Mr. Phil Stevenson, CRMP",(786) 586-3336,https://psmortgagelending.com/?utm_source=gbp&utm_medium=webclick,"9480 SW 77th Ave #201, Miami, FL 33156",25.742227,-80.266061,,Coral Gables,real_estate,,$$,5,Google (SerpApi),56,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (5.0) — quality leader,infrastructure,MLS access; title companies; mortgage originators,Maintain monitoring cadence,Interest rate sensitivity; market cycle exposure,Interest rate sensitivity; luxury condo oversupply; remote work migration,inferred
psychologicalservicescenter,Psychological Services Center,,(305) 284-4265,http://www.psy.miami.edu/psc/,,25.7211,-80.2773,33146,Coral Gables,healthcare,Mental health clinic,$$$,3.0,Google (Outscraper),4.0,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7126931,-80.2810435,Local business network,Monitor for rating/review changes,asset,EMR systems; medical supply distributors; insurance billing networks,Prospect for CGCC membership,Standard operational risks,Telehealth expansion; insurance reimbursement tightening; aging population,original
psychologybeyond,"Psychology & Beyond, Inc.",,(305) 917-5414,,,25.7497,-80.2647,33134,Ponce de Leon Corridor,healthcare,Psychologist,$$,4.4,Google (Outscraper),7.0,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7539126,-80.25970509999999,Ponce corridor professional cluster,Monitor for rating/review changes,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,original
psychologyassociatesofcoralgables,Psychology Associates of Coral Gables,,(305) 344-7224,http://psychologyassociatesofcoralgables.com/,,25.7211,-80.2773,33146,Sunset / South Gables,healthcare,Psychologist,$$,,Google (Outscraper),,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.709705399999997,-80.2841995,Local business network,Monitor for rating/review changes,asset,General commercial infrastructure,Prospect for CGCC membership; Collect rating data via SerpApi enrichment; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,
public_storage,Public Storage,,(305) 874-0999,https://www.publicstorage.com/self-storage-fl-miami/5316,2190 Southwest 8th Street,25.7062,-80.282,33143,Bird Road Corridor,retail,retail/storage_rental,$$,4.8,Google (SerpApi),36,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7328478,-80.3095325,Bird Road commercial strip,High rating (4.8) — quality leader,asset,POS systems; inventory management; commercial lease market,Prospect for CGCC membership,E-commerce disruption; foot traffic dependency,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,inferred
publix,Publix,,(305) 445-3221,https://www.publix.com/locations/51,1500 South Douglas Road,25.7497,-80.2647,33134-4108,Ponce de Leon Corridor,retail,retail/supermarket,$$,4.4,Google (SerpApi),36,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7576808,-80.2555625,Ponce corridor professional cluster,Monitor for rating/review changes,asset,POS systems; inventory management; commercial lease market,Prospect for CGCC membership,E-commerce disruption; foot traffic dependency,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,inferred
publixpharmacyatdouglasgrand,Publix Pharmacy at Douglas Grand,,(305) 445-3252,,,25.7497,-80.2647,33134,Ponce de Leon Corridor,healthcare,Pharmacy,$$$,3.2,Google (Outscraper),52,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.757815599999997,-80.2557478,Ponce corridor professional cluster,Monitor for rating/review changes,asset,EMR systems; medical supply distributors; insurance billing networks,Prospect for CGCC membership,Standard operational risks,Telehealth expansion; insurance reimbursement tightening; aging population,inferred
publixpharmacyatrivieraplaza,Publix Pharmacy at Riviera Plaza,,(305) 929-7068,,,25.7211,-80.2773,33146,Sunset / South Gables,healthcare,Pharmacy,$$$,,Google (Outscraper),,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.708516,-80.28377809999999,Local business network,Monitor for rating/review changes,asset,EMR systems; medical supply distributors; insurance billing networks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Standard operational risks,Telehealth expansion; insurance reimbursement tightening; aging population,
publixsupermarketatdouglasgrand,Publix Super Market at Douglas Grand,,(305) 445-3221,https://www.publix.com/?setstorenumber=51&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,,25.7497,-80.2647,33134,Ponce de Leon Corridor,food_beverage,Supermarket,$$,4.5,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7578975,-80.25565619999999,Ponce corridor professional cluster,High rating (4.5) — quality leader,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
publixsupermarketonmonzaave,Publix Super Market on Monza Ave,,(305) 667-1681,https://www.publix.com/?setstorenumber=94&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,,25.7211,-80.2773,33146,Sunset / South Gables,food_beverage,Supermarket,$$,4.4,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7078205,-80.2822796,Local business network,Monitor for rating/review changes,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
publixsupermarketonslejeunerd,Publix Super Market on S Le Jeune Rd,,(305) 445-2641,https://www.publix.com/?setstorenumber=84&utm_medium=maps&utm_source=extendednetwork&utm_content=psm_website_url,,25.7497,-80.2647,33134,Miracle Mile,food_beverage,Supermarket,$$,4.4,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7481978,-80.2611423,Miracle Mile retail corridor; Miracle Mile dining cluster,Monitor for rating/review changes,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
pulverc,Pulver CPA,,(305) 790-5604,https://www.whittmarsh.com/,,,,,Coral Gables,accounting,Certified public accountant,$$$,4.6,Web,4,,,1.0,High,N,,,N,non-cgcc-run1,,2026-02-19,cgcc,1,,,,inferred,,,Local business network,High rating (4.6) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
pummarola_coral_gable,Pummarola Coral Gable,,(786) 409-6866,https://www.pummarola.us,141 Aragon Avenue,25.7497,-80.2647,33134,Miracle Mile,food_beverage,food_beverage/restaurant,$$,4.5,Google (SerpApi),87,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7507269,-80.2575603,Miracle Mile retail corridor; Miracle Mile dining cluster,High rating (4.5) — quality leader,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
puntocriollo,Punto Criollo,,,https://www.puntocriollomiami.com/,,25.742227,-80.266061,,Coral Gables,food_beverage,"Venezuelan, South American",$$,4.5,TripAdvisor,4,,,0.70,Moderate,Y,Operational,no_contact_info,N,ta,CG-OSINT-20260212-v4.0,2026-02-12,tripadvisor,1,,,,original,,,Local business network,High rating (4.5) — quality leader,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,original
pura_vida_miami,Pura Vida Miami,Mr. Omer Horev,(305) 204-0602,https://puravidamiami.com,"244 Miracle Mile, Coral Gables, FL 33134",25.7497,-80.2647,33134,Coral Gables,food_beverage,,$$,4.8,Google (Outscraper),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,25.749172299999998,-80.2596398,CGCC member network,High rating (4.8) — quality leader,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
pureprojecthome,Pure Project Home,,(305) 418-0325,http://www.pureprojecthome.com/,,25.7497,-80.2647,33134,Coral Gables,retail,Furniture store,$$,4.8,Google (Outscraper),36,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.748015,-80.26444099999999,Local business network,High rating (4.8) — quality leader,asset,POS systems; inventory management; commercial lease market,Prospect for CGCC membership,E-commerce disruption; foot traffic dependency,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,inferred
pure_water_factory_llc,"Pure Water Factory, LLC",Mr. Elliot Durant,(213) 810-2513,http://purewaterflorida.com/,"2625 SW 27th Ave, Miami, FL 33133",25.742227,-80.266061,,Coral Gables,other,,$$,4.9,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (4.9) — quality leader,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
pushforwardproject,Push Forward Project,,(786) 509-9671,https://www.thepushforwardproject.org/,,25.7497,-80.2647,33134,Coral Gables,nonprofit,Non-profit organization,$,,Google (Outscraper),,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7471815,-80.2608451,Local business network,Monitor for rating/review changes,asset,General commercial infrastructure,Prospect for CGCC membership; Collect rating data via SerpApi enrichment; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,
quadriplate_v,Quadriplate V,,(786) 391-1276,https://450gradimiami.com/,"130 Miracle Mile, Coral Gables, FL 33134",25.7211,-80.2773,33146,University of Miami Area,hospitality,tourism/artwork,$$$,4.8,Google (SerpApi),257,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7191854,-80.2753283,Local business network,High rating (4.8) — quality leader; Low validation confidence — verify status,platform,"OTAs (Booking, Expedia); food distributors; linen services",Prospect for CGCC membership,Standard operational risks,Short-term rental regulation; international tourism recovery; labor costs,inferred
quest_diagnostics,Quest Diagnostics,,(305) 668-9566,https://locations.questdiagnostics.com/fl/miami/5761-sw-40th-st,Southwest 39th Street,25.7211,-80.2773,33146,Bird Road Corridor,healthcare,healthcare/laboratory,$$$,3.2,Google (SerpApi),52,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7349341,-80.2878547,Bird Road commercial strip,Low validation confidence — verify status,asset,EMR systems; medical supply distributors; insurance billing networks,Prospect for CGCC membership,Standard operational risks,Telehealth expansion; insurance reimbursement tightening; aging population,inferred
quest_workspaces,Quest Workspaces,Mr. Carlos Vargas,(305) 200-8700,https://questworkspaces.com,"121 Alhambra Plz # 1000, Coral Gables, FL 33134",25.742227,-80.266061,,Coral Gables,wellness,Coworking / Mobile Workspaces / Executive Office Suites,$$,5,Google (SerpApi),213,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (5.0) — quality leader,platform,Equipment suppliers; certification bodies; insurance panels,Maintain monitoring cadence,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
