business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,chamber_member,source_file,batch_id,last_reviewed_date,pkp_node_type,pkp_edges_summary,pkp_picks_shovels_summary,pkp_undercurrents_summary,pkp_key_signals,pkp_primary_risks,pkp_primary_actions,corroboration_sources,corroboration_count,price_tier_source,latitude,longitude,review_count_source
technologycoastrtners,Technology Coast Partners LLC,,(305) 854-8900,,,25.7503945,-80.2284612,33145,Coral Gables,technology,Software company,$$,,Google (Outscraper),,,,0.85,High,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment; Re-categorize with manual review,google,1,inferred,25.753,-80.235,
temple_judea,Temple Judea,,(305) 667-5657,https://www.judeagables.org/,5500 Granada Boulevard,25.7184965,-80.2708338,33146,University of Miami Area,nonprofit,nonprofit/place_of_worship,$,4.8,Google (SerpApi),52,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.8) — quality leader; Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.7211,-80.2773,inferred
tequila_sunrise,Tequila Sunrise,,(305) 564-1400,https://www.sunriseseniorliving.com/communities/fl/sunrise-of-coral-gables?utm_source=directory_listings&utm_medium=clicks&utm_campaign=google,"1000 Ponce de Leon Blvd, Coral Gables, FL 33134",25.7185315,-80.2763234,33146,University of Miami Area,hospitality,tourism/artwork,$$$,5,Google (SerpApi),257,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Local business network,"OTAs (Booking, Expedia); food distributors; linen services",Short-term rental regulation; international tourism recovery; labor costs,High rating (5.0) — quality leader; Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.7211,-80.2773,inferred
terracivilengineering,Terra Civil Engineering,,(305) 499-5010,,,25.7719232,-80.2617338,33134,Coral Gables,professional_services,Civil engineer,$$$,,Google (Outscraper),,,,0.7,Moderate,N,,,N,outscraper,,2026-02-19,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,google,1,inferred,25.7497,-80.2647,
terrabank,Terrabank,Ms. Kharina Caldera Soto,(305) 448-4898,https://terrabank.com,,,,,Coral Gables,banking,Banking and Financial Services,$$,,,,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,infrastructure,CGCC member network; Alhambra financial cluster,Federal Reserve system; FDIC; payment processing networks,Fintech competition; crypto regulation; de-risking Latin correspondent banking,Monitor for rating/review changes,Standard operational risks,Collect rating data via SerpApi enrichment,cgcc,1,original,,,
terranova_corp,Terranova Corp,,(305) 695-8700,http://www.terranovacorp.com/,"834 Lincoln Rd Mall, Miami Beach, FL 33139",,,,Miracle Mile,real_estate,Street Retail Landlord,$$$$,3.7,Google (SerpApi),56,Miracle Mile curation; tenant mix strategy,Franchise vs. local tension; rent escalation risk,0.85,Moderate,N,,,N,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,infrastructure,Miracle Mile retail corridor,MLS access; title companies; mortgage originators,Interest rate sensitivity; luxury condo oversupply; remote work migration,Monitor for rating/review changes,Interest rate sensitivity; market cycle exposure,Prospect for CGCC membership,cgcc,1,original,,,inferred
terrazzo_granitech_usa,Terrazzo Granitech USA,Mr. Nick Poly,(917) 848-3439,https://terrazzousa.com,"3734 NW 50th St, Miami, FL 33142",,,,Coral Gables,technology,,$$,5,Google (SerpApi),56,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,infrastructure,CGCC member network,"Cloud providers (AWS, Azure); dev talent pipeline; VC ecosystem",AI talent war; South Florida tech migration; VC funding normalization,High rating (5.0) — quality leader,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
tesla_coral_gables,Tesla Coral Gables,,(786) 804-6926,https://www.tesla.com/findus/location/store/coralgables,"3851 Bird Rd, Miami, FL 33146",25.7352523,-80.2568637,33134,Bird Road Corridor,retail,retail/car,$$,3.9,Google (SerpApi),36,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Bird Road commercial strip,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,Monitor for rating/review changes,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,osm,1,original,25.7497,-80.2647,inferred
tesla_supercharger,Tesla Supercharger,,(305) 441-1234,https://www.tesla.com/findus/location/supercharger/miami24thsupercharger,6971 Southwest 24th Street,25.7485412,-80.308036,33155,Sunset / South Gables,other,other_amenity/charging_station,$$,,Google (SerpApi),,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment; Re-categorize with manual review,osm,1,original,25.7077,-80.3093,
ttette,Tete- -Tete,,(786) 533-3523,https://www.babettemiami.com/,"301 Alcazar Ave, Coral Gables, FL 33134",25.7191828,-80.2772915,33146,University of Miami Area,hospitality,tourism/artwork,$$$,4.8,Google (SerpApi),257,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Local business network,"OTAs (Booking, Expedia); food distributors; linen services",Short-term rental regulation; international tourism recovery; labor costs,High rating (4.8) — quality leader; Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.7211,-80.2773,inferred
tetrahelix_and_son,Tetrahelix and Son,,(305) 460-3560,https://www.crateandbarrel.com/stores/coral-gables/str814?utm_source=gmb&utm_medium=organic_search,"358 San Lorenzo Ave, Coral Gables, FL 33146",25.7146675,-80.2773135,33146,University of Miami Area,hospitality,tourism/artwork,$$$,3.8,Google (SerpApi),257,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Local business network,"OTAs (Booking, Expedia); food distributors; linen services",Short-term rental regulation; international tourism recovery; labor costs,Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.7211,-80.2773,inferred
thailand_trade_office_miami,Thailand Trade Office Miami,Ms. Kanya Amorntheerakul,(786) 388-7888,https://thaitrade.com,"6100 Waterford District Dr # 100, Miami, FL 33126",,,,Coral Gables,accounting,Accounting Department,$$$,5,Google (SerpApi),4,,,0.60,Moderate,Y,Operational,suspicious_perfect_rating,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
the_allen_morris_company,The Allen Morris Company,Mr. W. Allen Morris,(305) 443-1000,https://allenmorris.com,"121 Alhambra Plz #1600, Coral Gables, FL 33134",,,,Coral Gables,other,,$$,5,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,inferred
the_americas_collection,The Americas Collection,Ms. Silvia Ortiz,(305) 446-5578,https://americascollection.com,"4213 Ponce de Leon Blvd, Coral Gables, FL 33146",,,,Coral Gables,other,Artists & Galleries,$$,4.9,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,inferred
theamericascollectionartgalleryframeshop,The Americas Collection Art Gallery & Frame Shop,,(305) 446-5578,,,25.7326449,-80.2581589,33146,Bird Road Corridor,arts_culture,Art gallery,$$,4.9,Google (Outscraper),8,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Bird Road commercial strip,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7211,-80.2773,inferred
theangelsplacedaycarecenter,The Angels Place Day Care Center,,,,,25.7436111,-80.2461111,33134,Coral Gables,education,amenity:kindergarten,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,infrastructure,Local business network,Accreditation bodies; EdTech platforms; textbook supply,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,osm,1,inferred,25.7497,-80.2647,
the_asian_kitchen,The Asian Kitchen,,,http://ordertheasiankitchen.com/,5796 Bird Road,25.7337474,-80.2884439,33155,Bird Road Corridor,food_beverage,food_beverage/restaurant,$$,4.3,Google (SerpApi),87,,,0.60,Low,Y,Critical,multiple_issues(2); low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Bird Road commercial strip,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,Low validation confidence — verify status,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.7077,-80.3093,inferred
the_bar,The Bar,,(305) 442-2730,http://www.gablesthebar.com/,172 Giralda Avenue,25.7511359,-80.2581931,33134,Ponce de Leon Corridor,food_beverage,food_beverage/bar,$$,4.3,Google (Outscraper),87,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Ponce corridor professional cluster,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,Low validation confidence — verify status,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.7497,-80.2647,inferred
the_big_cheese,The Big Cheese,,(305) 662-6855,https://www.bigcheesemiami.com/,8080 Ludlam Road,25.6956876,-80.3014305,33143,Sunset / South Gables,food_beverage,food_beverage/fast_food,$$,4.6,Google (SerpApi),87,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Local business network,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.6) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.7062,-80.282,inferred
the_biltmore_bar,The Biltmore Bar,,(877) 624-2830,https://biltmorehotel.com/coral-gables-dining/biltmore-bar/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,1200 Anastasia Avenue,25.7408087,-80.2783531,33134,Coral Gables,food_beverage,food_beverage/bar,$$$$,4.4,Google (Outscraper),87,,,0.60,Low,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Local business network,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,Low validation confidence — verify status,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,"cgcc,google,osm",3,original,25.7497,-80.2647,inferred
the_biltmore_hotel,The Biltmore Hotel,Mr. Matthias Kammerer,(855) 421-4192,https://biltmorehotel.com,"1200 Anastasia Ave, Coral Gables, FL 33134",,,,downtown coral gables,hospitality,,$$,4.4,Google (SerpApi),257,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,platform,CGCC member network,"OTAs (Booking, Expedia); food distributors; linen services",Short-term rental regulation; international tourism recovery; labor costs,Monitor for rating/review changes,Standard operational risks,Maintain monitoring cadence,"cgcc,google,osm",3,original,,,inferred
thebiltmorehotelfitnesscenter,The Biltmore Hotel Fitness Center,,(305) 913-3102,,,25.740818599999997,-80.2784533,33134,Coral Gables,wellness,Fitness center,$$,4.3,Google (Outscraper),213,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Local business network,Equipment suppliers; certification bodies; insurance panels,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
the_biltmore_school,The Biltmore School,Ms. Gina C. Duarte Romero,(305) 266-4666,https://biltmoreschool.com,,,,,downtown coral gables,education,rosaclara.es,$$,,,,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,infrastructure,CGCC member network,Accreditation bodies; EdTech platforms; textbook supply,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Collect rating data via SerpApi enrichment,cgcc,1,original,,,
thebiltmoresmiami,The Biltmore Spa Miami,,(305) 913-3187,,,25.740872,-80.2786119,33134,Coral Gables,wellness,Spa,$$,3.9,Google (Outscraper),213,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Local business network,Equipment suppliers; certification bodies; insurance panels,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership,"cgcc,google,osm",3,inferred,25.7497,-80.2647,inferred
the_blow_and_glow_bar_by_mlo,The Blow And Glow Bar By Mlo,,(305) 661-5240,https://blow-and-glow-bar.square.site/,5966 South Dixie Highway,25.7026483,-80.2908614,33143,Sunset / South Gables,retail,retail/hairdresser,$$,4.9,Google (SerpApi),36,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Local business network,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,High rating (4.9) — quality leader,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,osm,1,original,25.7062,-80.282,inferred
the_board_miami,The Board Miami,Ms. Lorena Castillo,(786) 475-3166,https://theboardmiami.com,"7162 SW 47th St, Miami, FL 33155",,,,Coral Gables,food_beverage,Caterers & Events,$$,4.9,Google (SerpApi),87,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,inferred
thebrandcollective,The Brand Collective,,(305) 442-9196,https://wearebrandcollective.com/,,25.7570554,-80.2590604,33134,Ponce de Leon Corridor,marketing,Marketing agency,$$,5.0,Web,56,,,1.0,High,N,,,N,non-cgcc-run1,,2026-02-19,platform,Ponce corridor professional cluster,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,cgcc,1,inferred,25.7497,-80.2647,inferred
the_brandon_company,The Brandon Company,,(305) 442-2340,https://rabrandoninsurance.com/,"217 Aragon Ave, Coral Gables, FL 33134",25.7349305,-80.2880478,33146,Bird Road Corridor,real_estate,real_estate/estate_agent,$$$,5,Google (SerpApi),56,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,infrastructure,Bird Road commercial strip,MLS access; title companies; mortgage originators,Interest rate sensitivity; luxury condo oversupply; remote work migration,High rating (5.0) — quality leader; Low validation confidence — verify status,Interest rate sensitivity; market cycle exposure,Prospect for CGCC membership,osm,1,original,25.7211,-80.2773,inferred
thecafatbooksbooks,The Café at Books & Books,,(305) 448-9599,,,25.7505596,-80.2598575,33134,Miracle Mile,food_beverage,Cafe,$$,4.6,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Miracle Mile retail corridor; Miracle Mile dining cluster,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.6) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,"agent1,cgcc,google",3,inferred,25.7497,-80.2647,inferred
the_calta_group,The Calta Group,Mr. Gaetano Caltagirone,(305) 496-9735,https://thecaltagroup.com,"3109 Ponce de Leon Blvd, Coral Gables, FL 33134",,,,Coral Gables,other,,$$,4,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,inferred
the_car_wash,The Car Wash,,(866) 305-4329,https://elcarwash.com/fl/car-wash-in-coral-gables/,"5201 SW 8th St, Coral Gables, FL 33134",25.7354804,-80.2489814,33134,Bird Road Corridor,auto_dealer,auto_services/car_wash,$$,4.8,Google (SerpApi),110,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Bird Road commercial strip,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.8) — quality leader; Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.7497,-80.2647,inferred
the_cheesecake_factory,The Cheesecake Factory,,(305) 529-0703,https://locations.thecheesecakefactory.com/,2418 Ponce de Leon Boulevard,25.7282862,-80.2423982,33134,Douglas Road Corridor,food_beverage,food_beverage/restaurant,$$,3.9,TripAdvisor,21,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Douglas Road transit corridor,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,Monitor for rating/review changes,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.7497,-80.2647,original
the_clearwater_project,The Clearwater Project,"Ms. Tara Auclair, MBA",(561) 212-0903,https://theclearwaterproject.net,,,,,Coral Gables,other,,$$,,Google (SerpApi),,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Collect rating data via SerpApi enrichment; Re-categorize with manual review,cgcc,1,original,,,
the_closet_boutique,The Closet Boutique,,(305) 668-6472,https://theclosetboutique.co/,6354 SW 40 Street,25.7334191,-80.2981323,33155,Bird Road Corridor,retail,retail/clothes,$$,,,,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Bird Road commercial strip,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,Monitor for rating/review changes,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,osm,1,original,25.7077,-80.3093,
the_collab,The Collab,Mr. Massimiliano Giua,(305) 667-6766,https://thecollabmiami.com,"1350 S Dixie Hwy, Coral Gables, FL 33146",25.7126417,-80.2788127,33146,Coral Gables,healthcare,,$$,4.4,Google (Outscraper),52,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Re-categorize with manual review,cgcc,1,original,25.7211,-80.2773,inferred
the_collection,The Collection,Mr. Kenneth Gorin,(305) 444-5555,https://thecollection.com,"200 Bird Rd, Coral Gables, FL 33146",25.734402499999998,-80.2594341,33146,Coral Gables,auto_dealer,"Automobile Dealers  Sales, Service & Parts",$$,4.6,,4.8,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.6) — quality leader,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,25.7211,-80.2773,original
thecollectionalfaromeo,THE COLLECTION Alfa Romeo,,(786) 885-3487,,,25.7346763,-80.2587832,33146,Bird Road Corridor,automotive,Alfa Romeo dealer,$$,4.2,Google (Outscraper),372,,,0.95,High,N,,,N,outscraper,,2026-02-19,asset,Bird Road commercial strip,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.7211,-80.2773,inferred
thecollectionastonmartin,The Collection Aston Martin,,(786) 885-3486,,,25.7346763,-80.2587832,33146,Bird Road Corridor,auto_dealer,Car dealer,$$,4.8,Google (Outscraper),110,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Bird Road commercial strip,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.8) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7211,-80.2773,inferred
thecollectionferrari,The Collection Ferrari,,(786) 885-3490,,,25.7347054,-80.25922589999999,33146,Bird Road Corridor,automotive,Ferrari dealer,$$,4.6,Google (Outscraper),372,,,0.95,High,N,,,N,outscraper,,2026-02-19,asset,Bird Road commercial strip,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.6) — quality leader,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.7211,-80.2773,inferred
thecollectionporsche,THE COLLECTION Porsche,,(786) 885-3481,,,25.7346763,-80.2587832,33146,Bird Road Corridor,automotive,Porsche dealer,$$,4.8,Google (Outscraper),372,,,0.95,High,N,,,N,outscraper,,2026-02-19,asset,Bird Road commercial strip,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.8) — quality leader,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.7211,-80.2773,inferred
the_combined_group_corp,The Combined Group Corp.,Mr. Carlos A. Sotolongo,(786) 316-5838,https://thecombinedgroup.com,"1200 Anastasia Ave #207, Coral Gables, FL 33134",,,,Coral Gables,construction,Civil Construction,$$,5,Google (SerpApi),56,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,infrastructure,CGCC member network,Permitting (City of CG); material suppliers; labor unions,Material cost inflation; permitting delays; workforce housing demand,High rating (5.0) — quality leader,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
thecoredancecenter,The Core Dance Center,,(786) 539-3238,,,25.7503371,-80.2442794,33145,Douglas Road Corridor,education,Dance school,$$,4.8,Google (Outscraper),30,,,0.9,High,N,,,N,outscraper,,2026-02-19,infrastructure,Douglas Road transit corridor,Accreditation bodies; EdTech platforms; textbook supply,General market conditions; Coral Gables growth trajectory,High rating (4.8) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.753,-80.235,inferred
the_corner_deli,The Corner Deli,,,,1330 Miller Road,25.7192197,-80.2794547,33146,University of Miami Area,food_beverage,food_beverage/fast_food,$$,4.3,Google (SerpApi),87,,,0.60,Low,Y,Critical,multiple_issues(2); no_contact_info; low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Local business network,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,Low validation confidence — verify status,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.7211,-80.2773,inferred
thecutvipbarberlounge,The Cut - Vip Barber Lounge,,(305) 209-6080,,,25.771527,-80.2618756,33134,Coral Gables,food_beverage,Barber shop,$$,5.0,Google (Outscraper),87,,,0.7,Moderate,N,,,N,outscraper,,2026-02-19,platform,Local business network,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (5.0) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
thedazzlenailsboutique,The Dazzle Nails Boutique,,(305) 962-6090,,,25.7312138,-80.2603584,33146,Bird Road Corridor,personal_services,Nail salon,$$,5.0,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Bird Road commercial strip,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7211,-80.2773,inferred
the_deck_at_island_gardens,The Deck At Island Gardens,Ms. Bahar Bayraktar,(786) 627-4949,https://islandgardens.com/thedeck,"888 Mac Arthur Cswy, Miami, FL 33132",,,,Coral Gables,other,,$$,4.3,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,inferred
thedentalstudiomiami,The Dental Studio Miami,,(305) 666-0006,,,25.733837599999998,-80.2605786,33146,Bird Road Corridor,healthcare,Dentist,$$$,4.8,Google (Outscraper),52,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Bird Road commercial strip,EMR systems; medical supply distributors; insurance billing networks,Telehealth expansion; insurance reimbursement tightening; aging population,High rating (4.8) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7211,-80.2773,inferred
the_drip_bar,The Drip Bar,,(305) 662-7291,https://www.thedripbar.com/south-miami-sunset-drive/?utm_source=south-miami-fl-google-listing&utm_medium=organic&utm_campaign=profile-link,"5734 Sunset Dr 2nd Floor, South Miami, FL 33143",25.7041883,-80.2859235,33143,Sunset / South Gables,retail,retail/beauty,$$,4.8,Google (SerpApi),36,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Local business network,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,High rating (4.8) — quality leader; Low validation confidence — verify status,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,osm,1,original,25.7062,-80.282,inferred
thedrycleaningfactory,THE DRYCLEANING FACTORY,,(305) 726-7777,,,25.7706204,-80.2886948,33144,Coral Gables,personal_services,Dry cleaner,$$,4.6,Google (Outscraper),56,,,0.55,Moderate,Y,Critical,multiple_issues(3),N,outscraper,,2026-02-19,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.6) — quality leader,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.756,-80.308,inferred
the_education_fund,The Education Fund,Ms. Marilen Marnett,(786) 714-0139,https://educationfund.org,"6713 Main St Suite 240, Miami Lakes, FL 33014",,,,Coral Gables,education,,$$,5,Google (SerpApi),30,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,inferred
theemnadassouthmiami,The Empanada's South Miami,,(305) 699-0663,,,25.7048585,-80.2814813,33143,Sunset / South Gables,food_beverage,Restaurant,$$,4.8,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Local business network,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.8) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,google,1,inferred,25.7062,-80.282,inferred
