business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,cuisine_type,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,pkp_node_type,pkp_edges_summary,pkp_picks_shovels,pkp_undercurrents,chamber_member,source,batch_id,last_reviewed
officeofthesupervisorofelections,Office of the Supervisor of Elections,Dr. Claudia Uribeâ€‘Orrett,(305) 499-8332,,,,,,Coral Gables,other,Miamiâ€‘Dade County,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
onewhiteorchid,One White Orchid Inc.,Mr. Louis Payne,(305) 851-5626,onewhiteorchid.com,,,,,Coral Gables,other,Estate Liquidation Services,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
onyxink,Onyx Ink,Mr. Sergio Andres Reyes,(305) 394-8500,,,,,,Coral Gables,other,Stationery/Gifts/Printing,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
organity,Organity,Mr. Eugene Smolski,,organity.at,,,,,Coral Gables,other,International,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
outdoorlightingperspectivesmiami,Outdoor Lighting Perspectives Miami,Mr. Nadim Jamid,(305) 593-5533,outdoorlights.com/miami,,,,,Coral Gables,other,Lighting,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
promexicomexicostradeinvestmentcommmiami,PROMEXICO / Mexico's Trade & Investment Comm.â€‘Miami,Ms. Lucia Aguilar,(305) 415-9360,gob.mx,,,,,Coral Gables,other,Trade Services,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
proworkusmultinationaltalentacquisitioncomny,PROWORK US â€‘ Multinational Talent Acquisition Company,Ms. Diana Rendon,(305) 531-0838,prowork.us,,,,,Coral Gables,other,Staffing/Recruiting,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
ycom,Paycom,Mr. Alex Salazar,(619) 609-3731,paycomonline.com,,,,,Coral Gables,other,Payroll and Human Resources,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
perroncomny,Perron & Company,Mr. Daniel Perron,(305) 509-6171,perronandcompany.com,,,,,Coral Gables,other,Employment Agencies,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
petalcartel,Petal Cartel,Ms. Jacqueline Ceballos,(305) 794-4712,petalcartel.com,,,,,Coral Gables,other,Florist,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
photooffset,Photo Offset Inc.,Ms. Anne Knowles,(305) 666-1067,photooffset.com,,,,,Coral Gables,other,"Printers, Typesetters & Graphics",,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
physicaltherapyformentalsharpness,"Physical Therapy for Mental Sharpness, LLC",Mrs. Joyce Gomes Osman,(786) 376-6844,ptformentalsharpness.com,,,,,Coral Gables,other,Physical Therapy,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
pleaseholdadvertising,Please Hold Advertising,Mr. Carlos Garcia,(305) 388-3088,pleasehold.com,,,,,Coral Gables,other,Telephone On Hold & Voice Mail Messages,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
poncedeleonmiddleschool,Ponce de Leon Middle School,Ms. Angela C. Gonzalez,(305) 661-1611,poncedeleonmiddle.net,,,,,Coral Gables,other,Schools - Public,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
powerfinancialcreditunion,Power Financial Credit Union,Ms. Melvys De la Morena,(305) 219-9066,powerfi.org,,,,,Coral Gables,other,Credit Unions,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
ramhofergarcia,Ramhofer Garcia,Ms. Naomi Levi Garcia,(305) 481-9733,ramhofergarcia.com,,,,,Coral Gables,other,Legal Services,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
regisremoteofficesolutions,Regis Remote Office Solutions,Mr. Julian Valiente,(786) 875-8511,regisro.com,,,,,Coral Gables,other,Staffing/Recruiting,,$$,,,,,,0.55,Moderate,N,,,picks_shovels_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
ringbyname,RingByName,Mr. Kooi Lim,(786) 567-3040,ringbyname.com,,,,,Coral Gables,other,Phone/Data Service,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
royalballetmiamioration,Royal Ballet Miami Corporation,Ms. Maia Duschatzky,(305) 728-9587,miamiroyalballet.com,,,,,Coral Gables,other,Dance Studio,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
schoolofrock,School of Rock,,(786) 843-9230,https://www.schoolofrock.com/locations/coralgables,5701 Sunset Drive,25.7058351,-80.2858373,33143,Sunset / South Gables,other,music_school,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC; geo:Sunset / South Gables,CRM; digital presence; industry tools,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
secureddebtinvestments,Secured Debt Investments,Ms. Erica Santini,(305) 338-4547,,,,,,Coral Gables,other,Property Management,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
seniorliving,Senior Living,Ms. Marisol Sierra,(305) 422-1397,belmontvillage.com,,,,,Coral Gables,other,Senior Homecare Services,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
servicekeepers,Service Keepers,Mr. Diego Gonzalez,(786) 750-0287,servicekeepers.com,,,,,Coral Gables,other,Janitorial Commercial Services,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
shoppingmalls,Shopping Malls,Mr. Carlos Limontes,(305) 529-1215,shopsatmerrickpark.com,,,,,Coral Gables,other,Septic Tanks/Grease Trap Services,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
sirspeedy,Sir Speedy,Mr. Raul Ley,(305) 446-7628,sirspeedy.com,,,,,Coral Gables,other,"Printers, Typesetters & Graphics",,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
skillednursingrehabilitationcenter,Skilled Nursing & Rehabilitation Center,Mr. Richard Stacey,(786) 517-6999,rivierahealthresort.com,,,,,Coral Gables,other,Septic Tanks/Grease Trap Services,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
smashpixelstudio,Smash Pixel Studio,Mr. Martin Morcillo,(786) 873-0114,smashpixelstudio.com,,,,,Coral Gables,other,Photography / Portraits / Studio,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
smoothsailingofmiami,Smooth Sailing of Miami,Mr. Kyle Brown,(786) 493-4391,smoothsailingmiami.com,,,,,Coral Gables,other,Hospitality & Tourism,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
soccer,Soccer,Mr. Thomas Abraham,(305) 665-2222,abrahamfoundation.com,,,,,Coral Gables,other,Septic Tanks/Grease Trap Services,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
solvoglobal,Solvo Global,Mr. Chris Daley,(305) 318-8541,solvoglobal.com,,,,,Coral Gables,other,Employment Agencies,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
southfloridapumpkinporches,South Florida Pumpkin Porches,Ms. Isabelle Duran,,southfloridapumpkinporches.com,,,,,Coral Gables,other,Decorationâ€‘Remodeling,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
scecoastcreditunion,Space Coast Credit Union,Mr. Allan Montero,(786) 932-2419,sccu.com,5785 Southwest 40th Street,25.7341781,-80.2886828,33146,Bird Road Corridor,other,Credit Unions,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC; geo:Bird Road Corridor,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC+OSM,CG-OSINT-20260212-v4.0,2026-02-12
speechandswallowingcontinuum,Speech and Swallowing Continuum,Ms. Samantha Hernandez,(786) 210-5344,,,,,,Coral Gables,other,Speechâ€‘Language Pathology,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
sportsnlmauriceouderland,SportsNL / Maurice Ouderland,Mr. Maurice Ouderland,(786) 614-9889,,,,,,Coral Gables,other,International Sports Business,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
spoton,SpotOn,Mr. Horaczeo Crawford,(612) 251-5709,spoton.com,,,,,Coral Gables,other,Point of Sale/Merchant Service,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
sunriseseniorliving,Sunrise Senior Living,Ms. Virginia Del Pino,(305) 564-1400,sunriseseniorliving.com,,,,,Coral Gables,other,Senior Homecare Services,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
suraiatriciainteriors,Suraia Patricia Interiors,Ms. Suraia Rosario,(786) 835-0633,suraiapatriciainteriors.com,,,,,Coral Gables,other,Interior Designers,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
sykesprinting,Sykes Printing,Mr. Brian Piper,(305) 444-6505,sykesprinting.com,,,,,Coral Gables,other,"Printers, Typesetters & Graphics",,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
tbmediagroup,TB Media Group,Ms. Tamika Bickham,(786) 350-8395,tbmediagroup.com,,,,,Coral Gables,other,Video Production,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
tpecoachingconsulting,TPE Coaching & Consulting,"Ms. Erika Obando, M.C.L.C.",(954) 263-5829,tpecoaching.com,,,,,Coral Gables,other,Business and Professional Services,,$$,,,,,,0.55,Moderate,N,,,picks_shovels_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
terrazzogranitechusa,Terrazzo Granitech USA,Mr. Nick Poly,(917) 848-3439,,,,,,Coral Gables,other,Interior Design/Home Furnishings,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
thailandtradeofficemiami,Thailand Trade Office Miami,Ms. Kanya Amorntheerakul,(786) 388-7888,thaitrade.com,,,,,Coral Gables,other,Trade Services,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
thebiltmorehotel,The Biltmore Hotel,Mr. Matthias Kammerer,(855) 421-4192,biltmorehotel.com,,,,,Coral Gables,other,High End Furnishings / Interior Design,,$$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
themiamidadebeaconcouncil,The Miamiâ€‘Dade Beacon Council,Mr. Rodrick T. Miller,(305) 579-1300,beaconcouncil.com,,,,,Coral Gables,other,Organizations/Associations,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
themoore,The Moore,Mr. Sinan Bozkurt,(305) 209-2100,mooremiami.com,,,,,Coral Gables,other,Hospitality & Tourism,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
thelacecoralgables,The Palace Coral Gables,Mr. Adam Rosenblum,(305) 445-7444,palacecoralgables.com,,,,,Coral Gables,other,Senior Care Services,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
thewaroration,The Pawar Corporation,Mr. Keran Pawar,(323) 463-2204,,,,,,Coral Gables,other,Business and Professional Services,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
therosetreecottage,The Rose Tree Cottage,Mrs. Josie R Esquijarosa,(305) 448-9688,rosetreecottage.com,,,,,Coral Gables,other,Decorationâ€‘Remodeling,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
theupsstore,The UPS Store,,,,6800 Southwest 40th Street,25.7325341,-80.3046007,33146,Bird Road Corridor,other,post_office,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC; geo:Bird Road Corridor,CRM; digital presence; industry tools,Market competition; digital transformation,N,OSM+OSM,CG-OSINT-20260212-v4.0,2026-02-12
themeit,ThemeIT Inc.,Ms. Khia C. Joseph,(888) 484-3637,themeitevents.com,,,,,Coral Gables,other,Event Planning & Design,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
tijonmiami,Tijon Miami,Ms. Ana Mota,(305) 766-4953,tijonmiami.com,,,,,Coral Gables,other,Hospitality & Tourism,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
transformatranslationservices,TransForma Translation Services,Ms. Carmen Hiers,(305) 722-3827,transformaonline.com,,,,,Coral Gables,other,Language Services,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
trugmanvaluationassociates,Trugman Valuation Associates Inc.,Mr. William Harris,(954) 607-6677,trugmanvaluation.com,,,,,Coral Gables,other,Business Valuation,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
turboworkface,Turbo Workface,Ms. Ida Garcia,(786) 624-8963,turboworkforce.com,,,,,Coral Gables,other,Business Solutions and Electronic Document Management,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
universityofflorida,University of Florida,Ms. Alexa Butler,(352) 392-1667,ufl.edu,,,,,Coral Gables,other,Schools - University/College,,$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
universityofmiami,University of Miami,Ms. Abdias Rodriguez,(305) 284-5478,miami.edu,5807 Ponce de Leon Boulevard,25.7106963,-80.2828385,33146,University of Miami,other,Schools - University/College,,$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:other; network:CGCC; geo:University of Miami,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC+OSM,CG-OSINT-20260212-v4.0,2026-02-12
universityofstaugustineforhealthsciences,University of St. Augustine for Health Sciences,Ms. Vivian Sanchez,(786) 725-4010,usa.edu,,,,,Coral Gables,other,Schools - University/College,,$$,,,,,,0.55,Moderate,N,,,infrastructure_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
univisionfoundation,Univision Foundation,Ms. Irisaida Mendez,(305) 998-8410,univision.org,,,,,Coral Gables,other,Nonâ€‘Profit/Professional Association,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
vanorsdelfuneralcremationservicescoralgables,Van Orsdel Funeral & Cremation Services â€‘ Coral Gables,Mr. Donald Van Orsdel,(305) 446-4412,vanorsdel.com,,,,,Coral Gables,other,Funeral Homes & Memorial Parks,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
vestraconsultants,Vestra Consultants,Mr. Ivan Ubierna,(305) 340-2003,vestraconsultants.com,,,,,Coral Gables,other,Staffing Events and Promotions,,$$,,,,,,0.55,Moderate,N,,,picks_shovels_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
videoworks,Videoworks LLC,Mr. Neto Almanza,(956) 639-2910,videoworks.miami,,,,,Coral Gables,other,Video Production,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
wrklab,WRK LAB,Mr. Danny Garcia,(305) 801-2356,wrklab.com,,,,,Coral Gables,other,Office Furniture & Design,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
wastemanagement,Waste Management,Mr. Jason Neal,(305) 986-6107,wm.com,,,,,Coral Gables,other,Trash Hauling/Recycling,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
worksite,Worksite,Ms. Angie Perez,(786) 427-4015,worksiteemployee.com,,,,,Coral Gables,other,Professional Employer Organization,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
yulybarbershondmensgrooming,Yuly Barbershop and Men's Grooming,Ms. Yuly Martinez,(786) 449-0340,,,,,,Coral Gables,other,Barbershop,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
iheartmedia,iHeartMedia,Ms. Liz Atlas,(786) 512-6353,iheartmedia.com,,,,,Coral Gables,other,Radio Stations,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
ttgtalentsolutions,ttg.Talent Solutions,Mr. Luis Guardamiro,(786) 796-2795,usattg.com,,,,,Coral Gables,other,Staffing/Recruiting,,$$,,,,,,0.55,Moderate,N,,,picks_shovels_node,sector:other; network:CGCC,CRM; digital presence; industry tools,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
avantgardesalons,Avantâ€‘Garde Salon & Spa,Ms. Zasil Zepeda,(305) 442-8136,avantgardesalonandspa.com,,,,,Coral Gables,personal_services,Beauty Salon & Spa,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:personal_services; network:CGCC,Booking; POS; social media; loyalty,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
barbershopgodislove,Barbershop God is Love,,(786) 560-6692,https://god-is-love-1995.square.site/,2263 Southwest 37th Avenue,25.74855,-80.2541904,33134,Coral Gables,personal_services,hairdresser,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:personal_services; network:CGCC,Booking; POS; social media; loyalty,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
blancafragrancefactory,Blanca Fragrance Factory,Mrs. Jackie Jackson,(401) 954-7670,blancafragrancefactory.com,,,,,Coral Gables,personal_services,Beauty Products,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:personal_services; network:CGCC,Booking; POS; social media; loyalty,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
blissbeautique,Bliss Beautique,Ms. Rosario Veras,(786) 679-3057,blissbeautique.com,,,,,Coral Gables,personal_services,Beauty Salon & Spa,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:personal_services; network:CGCC,Booking; POS; social media; loyalty,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
bossshairsalon,Bossâ€™s Hair Salon,,,,,25.704779,-80.2852346,33143,Sunset / South Gables,personal_services,hairdresser,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:personal_services; network:CGCC; geo:Sunset / South Gables,Booking; POS; social media; loyalty,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
ciciskare,Cici Skincare,Ms. Cecilia Moron,(240) 394-5733,ciciskincare.com,,,,,Coral Gables,personal_services,Beauty Salon & Spa,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:personal_services; network:CGCC,Booking; POS; social media; loyalty,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
dundunsbarbershopcoralgables,DUNDUNâ€™s - Barbershop Coral Gables,,(786) 689-5516,,2263 Southwest 37th Avenue,25.7485296,-80.2542771,33134,Coral Gables,personal_services,hairdresser,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:personal_services; network:CGCC,Booking; POS; social media; loyalty,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
doodycallsofmiami,DoodyCalls of Miami,"Mr. Francisco Reyes, Esq.",(305) 520-7904,doodycalls.com/miami,,,,,Coral Gables,personal_services,Pet Waste Management,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:personal_services; network:CGCC,Booking; POS; social media; loyalty,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
dripnbodied,Drip N Bodied,Ms. Ashley Peters,(305) 908-9282,dripnbodied.com,,,,,Coral Gables,personal_services,Health & Beauty,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:personal_services; network:CGCC,Booking; POS; social media; loyalty,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
elshaddaiskaredays,El Shaddai Skincare Day Spa,,,http://www.elshaddaiskincaredayspa.com/,5545 Southwest 8th Street,25.7639185,-80.2854811,33134,Coral Gables,personal_services,beauty,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:personal_services; network:CGCC,Booking; POS; social media; loyalty,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
equiwspetservices,Equipaws Pet Services,Ms. Flavia Berti,(305) 794-3733,equipawspetservices.com,,,,,Coral Gables,personal_services,Pet Care,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:personal_services; network:CGCC,Booking; POS; social media; loyalty,Market competition; digital transformation,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
estheticsbysalima,Esthetics by Salima,,,,,25.704702,-80.2852336,33143,Sunset / South Gables,personal_services,beauty,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:personal_services; network:CGCC; geo:Sunset / South Gables,Booking; POS; social media; loyalty,Market competition; digital transformation,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
