business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,chamber_member,source_file,batch_id,last_reviewed_date
ralgableswomansclub,Coral Gables Woman's Club,Ms. Arely Ruiz,(305) 632-5996,coralgableswomansclub.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
earlylearningalitionofmiamidademonroe,Early Learning Coalition of MiamiDade/Monroe,Mr. Evelio Torres,(305) 646-7220,elcmdm.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
epislchurchcenter,Episcopal Church Center,,,,1150 Stanford Drive,25.7177694,-80.2748153,33146,University of Miami Area,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
evangelismforchristchurch,Evangelism for Christ Church,,,,,25.7031574,-80.2844955,33143,Sunset / South Gables,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
fccusasoccerforpeacefoundation,FCC USA (Soccer for Peace Foundation),Ms. Danielle Dubuc Wightman,(786) 445-1544,fcc.futbol/usa,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
firstbaptistchurchofsouthmiami,First Baptist Church of South Miami,,,,,25.7198233,-80.2525501,33146,Coral Gables,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
firstumcralgableschurch,First UMC Coral Gables  Church,Rev. Dr. Hedy Collver,(305) 445-2578,welovecoralgables.org,,,,,Coral Gables,nonprofit,Churches,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
firstunitedmethodistchurchofmiami,First United Methodist Church of Miami,Rev. Dr. Audrey Warren,(305) 371-4706,firstchurchmiami.org,,,,,Coral Gables,nonprofit,Churches,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
floridagrandopera,Florida Grand Opera,Ms. Yesenia Randazzo,(305) 403-3324,fgo.org,,,,,Coral Gables,nonprofit,Non Profit OrganizationArts,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
friendsofgableshigh,Friends of Gables High,Ms. Jacqueline GrossKellogg,(305) 446-9670,friendsofgableshigh.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
friendsoftheunderline,Friends of The Underline,Mr. Jake Moskowitz,(306) 603-9896,theunderline.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
gablesgoodgovernmentmmittee,Gables Good Government Committee,Ms. Susan Davis,(305) 798-1456,gablesgoodgovernment.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
getreddfoundationnsulting,Get Redd Foundation & Consulting,Ms. Liudmila Esquerdo,(786) 493-3374,getredd.org,,,,,Coral Gables,nonprofit,Non Profit Business Organization,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
gibsonbethelmmunitycenter,Gibson-Bethel Community Center,,,,,25.7091989,-80.2882307,33143,Sunset / South Gables,nonprofit,community,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
gloryhouseofmiami,Glory House of Miami,Ms. Georgia Downey,(786) 267-1150,gloryhouseofmiami.org,,,,,Coral Gables,nonprofit,NonProfit Organization  Human Services,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
greatermiamichamberofmmerce,Greater Miami Chamber of Commerce,Mr. Alfred Sanchez,(305) 350-7700,miamichamber.com,,,,,Coral Gables,nonprofit,Non Profit Business Organization,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
habitatforhumanityofgreatermiami,Habitat for Humanity of Greater Miami,Ms. Maureen Ruggiero,(305) 634-3628,miamihabitat.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
humanesocietyofgreatermiami,Humane Society of Greater Miami,Ms. Toni Diaz,(305) 749-1816,humanesocietymiami.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
iglesiabautistadewestchester,Iglesia Bautista de Westchester,,,,,25.7531557,-80.3094958,33146,Coral Gables,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
iglesiavictoria,Iglesia Victoria,,,,,25.7670439,-80.2386605,33133,Douglas Road Corridor,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
jarofhearts,Jar of Hearts Inc.,Ms. Elizabeth Hiciano,(305) 335-5285,jarofheartsfoundation.org,,,,,Coral Gables,nonprofit,Non Profit OrganizationArts,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
josemiltonfoundation,Jose Milton Foundation,Ms. Ana VeigaMilton,(305) 450-8222,miltonphilanthropy.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
juniororangebowl,Junior Orange Bowl,Ms. Lisa AlbizuVazquez,(305) 662-1210,jrorangebowl.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
kiwaniscluboflittlehavana,Kiwanis Club of Little Havana Inc.,Ms. Lidia Sanchez,(305) 644-8888,carnavalmiami.com,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
kristihouse,Kristi House,Ms. Lara Carter,(305) 547-6800,kristihouse.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
legalservicesofgreatermiami,Legal Services of Greater Miami Inc.,Ms. Andrea Angel,(305) 438-2513,legalservicesmiami.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
livelikebellachildhoodcancerfoundation,Live Like Bella(R) Childhood Cancer Foundation,Ms. Mayte Vizcaino,(786) 505-3914,livelikebella.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
miamifriendsmeetingofthereligioussocietyoffriends,Miami Friends Meeting of the Religious Society of Friends,,,,,25.7050676,-80.2766784,33143,Sunset / South Gables,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
miamilearningexperienceschool,Miami Learning Experience School,Mr. Kevin Grace,(305) 275-5900,mleschool.org,,25.7239898,-80.255328,33146,Coral Gables,nonprofit,Non Profit Organizations  Special Needs,$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
miamilighthousefortheblindandvisuallyimired,Miami Lighthouse for the Blind and Visually Impaired,Ms. Virginia A. Jacko,(305) 856-4176,miamilighthouse.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
plymouthchurch,Plymouth Church,,,,,25.7223232,-80.2453277,33146,Coral Gables,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
recapturingthevisioninternational,Recapturing the Vision International Inc,Mr. Alex Del Rosario,(305) 232-6003,rtv.org,,,,,Coral Gables,nonprofit,Non Profit Business Organization,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
ronaldmcdonaldhousecharitiesofsouthflorida,Ronald McDonald House Charities of South Florida,Ms. Soraya RiveraMoya,(786) 476-2176,rmhcsouthflorida.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
saintathanasiosgreekorthodoxchurch,Saint Athanasios Greek Orthodox Church,,,,,25.7420449,-80.2608835,33134,Coral Gables,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
saintaugustinechurch,Saint Augustine Church,,,,1400 Miller Road,25.7186485,-80.2832056,33146,University of Miami Area,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
saintbasilcatholicchurchbyzantinerite,Saint Basil Catholic Church Byzantine Rite,,,,,25.7600997,-80.2344936,33133,Coral Gables,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
saintjameschurch,Saint James Church,,,,,25.7253787,-80.2497722,33146,Coral Gables,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
saintmarkslutheranchurch,Saint Mark's Lutheran Church,,(305) 444-0425,https://www.stmarkslutherancoralgables.org/,3930 Southwest 42nd Avenue,25.7354178,-80.2625339,33134,Bird Road Corridor,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
saintpeterslutheranchurch,Saint Peters Lutheran Church,,,,Southwest 41st Avenue,25.7698216,-80.2622723,33134,Coral Gables,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
saintthomasepislchurch,Saint Thomas Episcopal Church,,,,,25.7333205,-80.2970627,33146,Bird Road Corridor,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
sanctuaryofthearts,Sanctuary of the Arts,Mr. Rafael MaldonadoLopez,(786) 362-5132,sanctuaryofthearts.org,,,,,Coral Gables,nonprofit,Non Profit OrganizationArts,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
southdadechristianchurch,South Dade Christian Church,,,,,25.7364896,-80.3053292,33146,Bird Road Corridor,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
southfloridaafterschoolallstars,South Florida AfterSchool AllStars,Ms. Julie Todaro,(305) 348-9870,sfasas.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
southfloridapbs,South Florida PBS,Ms. Jeneissy Azcuy,(305) 424-4013,southfloridapbs.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
summerofsuccess,Summer Of Success,Mr. Eddy Martinez,(305) 498-3877,summerofsuccess.org,,,,,Coral Gables,nonprofit,Non Profit Business Organization,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
tamiamibaptistchurch,Tamiami Baptist Church,,,,Southwest 9th Street,25.7628652,-80.2914377,33134,Coral Gables,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
templejudea,Temple Judea,,,,5500 Granada Boulevard,25.7184965,-80.2708338,33146,University of Miami Area,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM+OSM,CG-OSINT-20260211-v3.0,2026-02-11
theevergladesfoundation,The Everglades Foundation,Ms. Isabella Gukeisen,(914) 659-5906,evergladesfoundation.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
thegreatmiamilgbtqchamberofmmerce,The Great Miami LGBTQ Chamber of Commerce,Mr. Steve Adkins,(305) 673-4440,gogaymiami.com,,,,,Coral Gables,nonprofit,Non Profit Business Organization,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
themiamidadebeanuncil,The MiamiDade Beacon Council,Mr. Rodrick T. Miller,(305) 579-1300,beaconcouncil.com,,,,,Coral Gables,nonprofit,Organizations/Associations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
theoperaatelier,The Opera Atelier,Ms. Jacqueline Solorzano,(786) 560-6845,theoperaatelier.org,,,,,Coral Gables,nonprofit,Non Profit OrganizationArts,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
thewowcenter,The WOW Center,Ms. Arlene Peterson,(786) 797-7611,wowcentermiami.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
thewomensfundmiamidade,The Women's Fund Miami Dade,Ms. Vero Korbenfeld,(305) 441-0506,womensfundmiami.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
toydrivenevents,Toy Drive 'N Events Inc.,Ms. Ana Zecca,(305) 528-6700,toydriveandevents.com,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
unitycenterofpracticalchristianity,Unity Center of Practical Christianity,,,,,25.7053795,-80.2797731,33143,Sunset / South Gables,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
universitybaptistchurch,University Baptist Church,,,,Southwest 50th Terrace,25.72399,-80.29144,33146,Coral Gables,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM+OSM,CG-OSINT-20260211-v3.0,2026-02-11
universitychristianchurch,University Christian Church,,,,Southwest 59th Avenue,25.7253788,-80.2900511,33146,Sunset / South Gables,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM+OSM,CG-OSINT-20260211-v3.0,2026-02-11
venezuelanamericanchamberofmmerce,VenezuelanAmerican Chamber of Commerce,Mr. Christian Monahan,(305) 307-8393,venezuelanchamber.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
voicesforchildrenfoundation,Voices for Children Foundation Inc.,Ms. Kadie Black,(305) 324-5678,beavoice.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
wlrnradioandtelevision,WLRN Radio and Television,Ms. Carolina FallaFlood,(305) 505-6686,wlrn.org,,,,,Coral Gables,nonprofit,NonProfit Public Media Organization,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
womenforsuccess,Women for Success Inc.,"Ms. Lauren Marsicano, Esq.",(305) 721-2917,giveforsuccess.org,,,,,Coral Gables,nonprofit,Non Profit Organizations,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
wordsoflifefellowshipchurch,Words of Life Fellowship Church,,,,,25.7351008,-80.3053292,33146,Bird Road Corridor,nonprofit,religious,$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
worksite,Worksite,Ms. Angie Perez,(786) 427-4015,worksiteemployee.com,,,,,Coral Gables,nonprofit,Professional Employer Organization,$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
305senior,305 Senior,Ms. Viviana Laboy,(786) 326-0656,,,,,,Coral Gables,other,Senior Care Services,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
adrianahoyos,ADRIANA HOYOS,Mr. Eduardo Perez,(305) 794-5525,adrianahoyos.com,,,,,Coral Gables,other,High End Furnishings / Interior Design,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
apssecuritygroup,APS Security Group Inc.,Mr. Mauricio Figueras,,apsmiami.com,,,,,Coral Gables,other,Security Services/Executive Protection,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
aptiamericanphysicaltherapyinstitute,APTI American Physical Therapy Institute,Ms. Marie Roddam,(305) 323-8653,,,,,,Coral Gables,other,Physical Therapy,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
artecucine,ARTE CUCINE,Ms. Josefina Giordano,(305) 456-1372,,,,,,Coral Gables,other,Home Improvement,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
actuallyorganized,Actually Organized,Ms. Wendy Jacobs Barcelo,(917) 863-7530,actuallyorganized.net,,,,,Coral Gables,other,Home Improvement,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
airports,Airports,Mr. Ralph Cutie,(305) 876-7000,miami-airport.com,,,,,Coral Gables,other,Airlines,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
allatlanticbenefits,All Atlantic Benefits,Mr. TJ North,(305) 978-3051,allatlanticbenefits.com,,,,,Coral Gables,other,Employee Benefits,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
allmysonsmovingstorageofmiami,"All My Sons Moving & Storage of Miami, LLC",Mr. Stephen Staffieri,(305) 787-3335,allmysons.com,,,,,Coral Gables,other,Moving & Storage,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
alphaclaimsnsultants,Alpha Claims Consultants,Mr. Gil Martin,,alpha.claims,,,,,Coral Gables,other,Public Adjusting Firm,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
americanairlines,American Airlines,Ms. Virginia Sanchez,,aa.com,,,,,Coral Gables,other,Airlines,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
americantransportationlimo,American Transportation & Limo,Ms. Valentina Canizales,(754) 715-7756,americanlimofl.com,,,,,Coral Gables,other,Translation Services,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
arthurmurrayralgablesdancestudio,Arthur Murray Coral Gables Dance Studio,Ms. Katia Kanevskaya,(305) 444-6136,,,,,,Coral Gables,other,Dance Instruction,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
arthurmurrayinternational,Arthur Murray International Inc.,Mr. Rodney Rett,(305) 445-9645,arthurmurray.com,,,,,Coral Gables,other,Franchisor of Dance Studios,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
ascendoresources,"Ascendo Resources, LLC",Ms. Maria F. Mora,(305) 709-5324,ascendo.com,,,,,Coral Gables,other,Staffing/Recruiting,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
audiovisualmny,Audio Visual Company,Mr. Joe Louissaint,(305) 986-5012,showtechinc.com,,,,,Coral Gables,other,Auction House/Appraiser,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
amanbarbershop,AMan Barber Shop,Mr. Ayman Al Jawhari,(305) 282-7081,,,,,,Coral Gables,other,Barbershop,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
bacardiusa,Bacardi USA,Mr. Eddie Cutillas,(305) 573-8600,bacardi.com,,,,,Coral Gables,other,LiquorsWholesale,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
bayplumbingmny,Bay Plumbing Company,Mr. Robert Beans,(305) 446-8141,bayplumbingco.com,,,,,Coral Gables,other,Plumbing Services & Plumbing Supplies,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
bevi,Bevi,Mr. Jose Sanchez,(305) 492-9369,bevi.co,,,,,Coral Gables,other,Water Filtration Systems,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
blissimprintsgifts,Bliss Imprints & Gifts,Mr. Eddy Martinez,(305) 661-2030,blissimprints.com,,,,,Coral Gables,other,Stationery/Gifts/Printing,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
bluelumbiaholdings,Blue Columbia Holdings,Ms. Tracy Davies,(986) 221-9584,lexreception.com,,,,,Coral Gables,other,Staffing Services,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
borkatplumbingservices,"Borkat Plumbing Services, LLC",Mr. Boris Inclan,(305) 244-6023,borkatplumbing.com,,,,,Coral Gables,other,Plumbing Services & Plumbing Supplies,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
brownformanbeverages,BrownForman Beverages,Mr. Robinson Brown IV,(954) 218-5040,,,,,,Coral Gables,other,LiquorsWholesale,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
caballeroriverodignitymemorial,Caballero Rivero Dignity Memorial,Mr. Joe Jimenez,(305) 773-0728,dignitymemorial.com/funeralhomes/florida/miami/caballeroriverowestchester/9550,,,,,Coral Gables,other,Funeral Homes & Memorial Parks,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
capsexpressinternational,Capsexpress International,Mr. Estevao Rui Calheirana,(954) 246-0696,capsexpressinternational.com,,,,,Coral Gables,other,Dietary Supplements,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
citypermit,City Permit,Mr. Jesse Tarr,(305) 908-1142,citypermit.us,,,,,Coral Gables,other,Permit Expeditors,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
clubextsferiadesevillaenmiamievent,Club eXpats  Feria de Sevilla en Miami Event,Ms. Rebeca Calvet,(305) 608-3509,clubexpats.com,,,,,Coral Gables,other,Fairs/Festivals,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
blanitaliankitchenstore,Coblan Italian Kitchen Store,Ms. Silvia Blanco,(786) 724-8485,coblanstore.com,,,,,Coral Gables,other,Kitchen Cabinetry,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
nciergemovingservices,Concierge Moving Services,Ms. Konny Nakamura,(786) 295-1816,conciergemovingservices.com,,,,,Coral Gables,other,Moving & Storage,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
ntactlink,"ContactLink, LLC",Ms. Nguyen Castilla Cabanilla,(305) 710-5032,,,,,,Coral Gables,other,Business and Professional Services,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
ralgablesngregationalchurch,Coral Gables Congregational Church,"Mr. Dennis G. Rodrigues, CPA",(305) 448-7421,gablesucc.org,,,,,Coral Gables,other,High End Furnishings / Interior Design,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
ralgableshighschool,Coral Gables High School,Mr. Anthony J. Balboa,(305) 443-4871,cghs.dade.k12.fl.us,,,,,Coral Gables,other,Schools - Public,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
ralgablesphysicaltherapy,Coral Gables Physical Therapy,Mr. Ron Yacoub,(305) 441-5258,coralgablespt.com,,,,,Coral Gables,other,Physical Therapy,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
ralgablesplumbing,Coral Gables Plumbing,Mr. Brandon Swanson,(305) 254-3434,coralgablesplumbing.com,,,,,Coral Gables,other,Plumbing Services & Plumbing Supplies,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
ralgablesprofessionalfirefightersassn,Coral Gables Professional Firefighters Assn.,Mr. Wyatt Chickillo,(305) 469-3416,local1210.com,,,,,Coral Gables,other,NonProfit/Professional Association,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
revents,CorEvents Inc.,Ms. Maribel Cordova Ramirez,(305) 281-7477,,,,,,Coral Gables,other,Event Planners & Management,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
craftwithapurpose,Craft With A Purpose,Ms. Joanne Torres,(305) 753-2777,craftwithapurpose.com,,,,,Coral Gables,other,DecorationRemodeling,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
dadeuntyfederalcreditunion,Dade County Federal Credit Union,Ms. Jennifer Gerson,(786) 845-3211,dcfcu.org,,,,,Coral Gables,other,Credit Unions,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
dadeuntymedicalassociation,Dade County Medical Association,Mr. Angel BoschDeleon,(305) 324-8717,miamimed.com,,,,,Coral Gables,other,NonProfit/Professional Association,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
dedicatedpublicadjusters,Dedicated Public Adjusters,Ms. Wendy Coffee,(305) 607-2870,dedicatedpa.com,,,,,Coral Gables,other,Public Adjusting Firm,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
deltaairlines,Delta Air Lines,Mr. Ignacio Borbolla,(678) 674-7588,delta.com,,,,,Coral Gables,other,Airlines,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
designresourcecenter,Design Resource Center,Mr. Felipe Lerma,(305) 607-4911,designresourcecentersf.com,,,,,Coral Gables,other,Interior Design/Home Furnishings,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
